ID;Player;Age;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Pos;3P Dependency;2P Dependency;FT Dependency;PTS/MP;AST/MP;TRB/MP;STL/MP;BLK/MP;AST/TOV;Rebound Ratio;PTS/FGA;FT Rate;Usage Rate;PIE
315;Patrick Baldwin Jr.;20.0;3.0;0.0;3.7;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.3;0.0;0.0;1.0;0.0;1.0;SF;0.0;0.0;0.0;0.27;0.081;0.27;0.0;0.0;0.3;0.333;1.0;0.0;0.541;0.3
316;Patrick Beverley;34.0;6.0;6.0;33.6;3.1;7.4;0.4;1.1;3.0;0.4;2.0;4.2;0.5;0.5;2.4;3.1;0.8;0.7;2.6;3.2;5.2;1.1;1.0;1.5;3.7;9.6;PG;0.344;0.417;0.25;0.286;0.155;0.095;0.033;0.03;3.467;0.55;1.297;0.419;0.305;13.7
317;Patrick Williams;20.0;5.0;5.0;30.6;4.4;9.4;0.5;1.4;4.2;0.3;3.0;5.2;0.6;0.5;1.6;2.2;0.7;1.2;4.2;5.4;0.8;1.0;0.6;1.4;3.0;11.8;PF;0.356;0.508;0.136;0.386;0.026;0.176;0.033;0.02;0.571;1.08;1.255;0.234;0.385;12.6
318;Patty Mills;34.0;2.7;0.0;13.4;1.4;3.9;0.3;0.9;3.0;0.3;0.5;0.9;0.4;0.4;0.3;0.4;0.2;0.1;0.3;0.4;0.3;0.1;0.1;0.2;1.0;4.1;PG;0.659;0.244;0.073;0.306;0.022;0.03;0.007;0.007;1.5;0.148;1.051;0.103;0.319;2.2
319;Paul George;33.0;6.0;6.0;37.0;6.5;15.8;0.4;3.0;8.2;0.4;3.5;7.7;0.5;0.5;3.5;4.2;0.8;0.5;6.3;6.8;4.8;1.2;0.5;2.3;3.7;19.5;PF;0.462;0.359;0.179;0.527;0.13;0.184;0.032;0.014;2.087;1.133;1.234;0.266;0.539;20.5
320;Paul Millsap;36.0;1.0;0.0;6.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;PF;0.0;0.0;0.0;0.167;0.167;0.167;0.0;0.0;1.0;1.0;1.0;0.0;0.333;1.0
321;Paul Reed;23.0;9.7;0.7;11.1;1.4;2.7;0.5;0.1;0.1;0.2;1.4;2.6;0.5;0.5;0.4;0.5;0.7;1.9;2.1;4.0;0.6;0.5;0.5;0.6;1.7;3.3;C;0.091;0.848;0.121;0.297;0.054;0.36;0.045;0.045;1.0;0.412;1.222;0.185;0.317;6.9
322;Payton Pritchard;25.0;17.7;0.0;12.4;1.8;4.0;0.5;0.9;2.4;0.4;0.9;1.6;0.6;0.6;0.4;0.5;0.8;0.4;1.1;1.5;1.6;0.2;0.0;0.5;0.8;4.8;SG;0.563;0.375;0.083;0.387;0.129;0.121;0.016;0.0;3.2;0.085;1.2;0.125;0.381;5.3
323;Peyton Watson;20.5;7.5;0.0;5.9;0.5;1.7;0.3;0.2;0.8;0.4;0.2;0.9;0.3;0.4;0.2;0.3;0.2;0.2;1.0;1.2;0.3;0.0;0.4;0.2;0.6;1.4;SG;0.429;0.286;0.143;0.237;0.051;0.203;0.0;0.068;1.5;0.16;0.824;0.176;0.344;1.8
324;Precious Achiuwa;23.0;7.5;1.5;24.1;3.2;6.8;0.5;0.4;1.5;0.2;2.8;5.2;0.5;0.5;0.8;1.5;0.5;1.8;2.6;4.5;0.8;0.3;1.0;1.0;2.2;7.7;C;0.156;0.727;0.104;0.32;0.033;0.187;0.012;0.041;0.8;0.587;1.132;0.221;0.351;8.9
325;Quentin Grimes;22.0;9.0;6.0;26.9;1.6;5.1;0.3;1.0;4.1;0.2;0.6;1.0;0.6;0.4;1.0;1.2;0.8;0.3;2.4;2.8;1.4;1.0;0.6;1.1;1.9;5.1;SG;0.588;0.235;0.196;0.19;0.052;0.104;0.037;0.022;1.273;0.3;1.0;0.235;0.25;6.0
326;RJ Barrett;22.0;11.0;11.0;34.3;6.5;14.9;0.4;1.8;5.5;0.3;4.6;9.4;0.5;0.5;4.5;5.9;0.8;0.5;4.0;4.5;2.8;0.8;0.2;2.3;2.3;19.3;SG;0.28;0.477;0.233;0.563;0.082;0.131;0.023;0.006;1.217;0.409;1.295;0.396;0.577;15.5
327;Raul Neto;30.0;2.0;0.0;3.5;0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5;1.0;0.5;0.0;0.0;0.0;0.5;0.0;0.0;1.0;1.0;0.5;PG;0.0;0.0;1.0;0.143;0.143;0.0;0.0;0.0;0.5;0.0;1.0;2.0;0.554;-1.0
328;Rayjon Tucker;24.0;8.0;0.0;2.4;0.1;0.4;0.3;0.0;0.1;0.0;0.1;0.3;0.5;0.3;0.0;0.0;0.0;0.1;0.3;0.4;0.0;0.0;0.0;1.0;0.3;0.3;SG;0.0;0.667;0.0;0.125;0.0;0.167;0.0;0.0;0.0;0.05;0.75;0.0;0.583;-0.6
329;Reggie Bullock;30.0;18.0;18.0;39.3;3.4;8.4;0.4;2.9;7.3;0.4;0.5;1.1;0.4;0.6;0.9;1.0;0.9;0.4;4.1;4.6;1.7;1.2;0.1;0.4;2.7;10.6;SF;0.821;0.094;0.085;0.27;0.043;0.117;0.031;0.003;4.25;0.25;1.262;0.119;0.235;12.6
330;Reggie Jackson;32.5;9.0;0.0;6.4;0.8;2.2;0.4;0.4;1.1;0.4;0.4;1.0;0.2;0.6;0.1;0.1;0.5;0.1;0.7;0.8;0.6;0.2;0.0;0.4;0.5;2.0;PG;0.6;0.4;0.05;0.312;0.094;0.125;0.031;0.0;1.5;0.089;0.909;0.045;0.413;1.8
331;Ricky Rubio;32.0;3.0;0.0;5.7;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.7;1.3;2.0;1.0;0.3;0.0;1.7;1.7;1.0;PG;0.0;0.0;0.0;0.175;0.175;0.351;0.053;0.0;0.588;0.667;3.333;0.0;0.351;2.3
332;Robert Covington;32.0;2.0;0.0;6.0;0.0;1.5;0.0;0.0;1.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.5;1.0;1.0;1.0;PF;0.0;0.0;0.0;0.167;0.167;0.167;0.0;0.083;1.0;0.5;0.667;0.0;0.417;1.0
333;Robert Williams;24.5;18.5;9.5;22.0;3.2;4.4;0.7;0.0;0.1;0.0;3.2;4.4;0.7;0.7;1.2;1.5;0.8;2.2;3.9;6.1;1.0;0.6;1.8;0.7;2.1;7.7;C;0.0;0.831;0.156;0.35;0.045;0.277;0.027;0.082;1.429;0.33;1.75;0.341;0.262;15.0
334;Robin Lopez;34.0;2.0;0.0;3.0;1.5;1.5;1.0;0.0;0.0;0.0;1.5;1.5;1.0;1.0;1.0;1.0;1.0;0.5;0.0;0.5;0.0;0.0;0.0;0.5;1.0;4.0;C;0.0;0.75;0.25;1.333;0.0;0.167;0.0;0.0;0.0;0.25;2.667;0.667;0.813;4.0
335;Royce O'Neale;29.0;4.7;2.7;28.9;2.0;6.2;0.3;1.2;4.7;0.3;0.8;1.5;0.5;0.4;0.3;0.3;0.7;1.1;3.8;4.9;2.0;0.7;0.2;0.7;2.8;5.4;SF;0.667;0.296;0.056;0.187;0.069;0.17;0.024;0.007;2.857;1.043;0.871;0.048;0.243;8.3
336;Rudy Gobert;30.0;8.7;8.7;34.1;4.5;7.2;0.6;0.0;0.0;0.0;4.5;7.2;0.6;0.6;4.0;6.0;0.7;3.3;8.5;11.7;1.4;0.5;1.0;1.5;3.9;13.0;C;0.0;0.692;0.308;0.381;0.041;0.343;0.015;0.029;0.933;1.356;1.806;0.833;0.333;21.5
337;Rui Hachimura;24.5;10.5;3.0;27.4;3.8;7.9;0.5;1.1;2.6;0.4;2.7;5.3;0.5;0.5;1.4;1.8;0.7;0.9;2.8;3.7;0.7;0.2;0.2;0.5;1.6;10.0;PF;0.33;0.54;0.14;0.365;0.026;0.135;0.007;0.007;1.4;0.352;1.266;0.228;0.335;9.8
338;Russell Westbrook;34.5;5.5;2.5;28.7;5.4;14.6;0.3;1.4;4.2;0.3;4.0;10.4;0.4;0.4;2.8;3.6;0.7;1.4;4.5;5.9;4.6;1.2;1.0;2.8;2.4;15.0;PG;0.28;0.533;0.187;0.523;0.16;0.206;0.042;0.035;1.643;1.073;1.027;0.247;0.661;14.9
339;Saddiq Bey;23.0;6.0;0.0;22.2;2.5;6.7;0.4;1.2;3.0;0.4;1.3;3.7;0.4;0.5;1.3;1.5;0.9;1.2;2.8;4.0;1.0;0.5;0.0;0.3;0.5;7.5;SF;0.48;0.347;0.173;0.338;0.045;0.18;0.023;0.0;3.333;0.667;1.119;0.224;0.345;8.3
340;Sam Hauser;25.0;13.7;0.0;8.0;0.9;2.3;0.3;0.7;1.9;0.3;0.2;0.4;0.4;0.5;0.2;0.2;1.0;0.2;0.9;1.1;0.4;0.1;0.1;0.1;0.5;2.7;SF;0.778;0.148;0.074;0.338;0.05;0.138;0.012;0.012;4.0;0.08;1.174;0.087;0.311;2.9
341;Sam Merrill;27.0;10.0;0.0;12.5;1.0;2.9;0.3;1.0;2.7;0.4;0.0;0.2;0.0;0.5;0.3;0.3;1.0;0.2;1.0;1.2;0.9;0.0;0.0;1.0;0.9;3.3;SG;0.909;0.0;0.091;0.264;0.072;0.096;0.0;0.0;0.9;0.12;1.138;0.103;0.323;2.5
342;Santi Aldama;22.0;6.0;0.0;16.8;2.5;5.5;0.5;1.2;2.5;0.5;1.3;3.0;0.4;0.6;0.3;0.3;1.0;1.2;3.2;4.3;1.2;0.5;0.0;0.3;0.8;6.5;PF;0.554;0.4;0.046;0.387;0.071;0.256;0.03;0.0;4.0;0.733;1.182;0.055;0.353;9.3
343;Scottie Barnes;20.0;4.0;3.0;33.3;4.5;10.5;0.4;0.5;3.0;0.2;4.0;7.5;0.5;0.5;3.3;4.0;0.8;1.8;7.3;9.0;4.3;1.0;0.3;1.3;3.0;12.8;PF;0.117;0.625;0.258;0.384;0.129;0.27;0.03;0.009;3.308;2.275;1.219;0.381;0.407;19.5
344;Serge Ibaka;32.0;6.0;0.0;3.7;0.7;2.7;0.2;0.0;0.5;0.0;0.7;2.2;0.3;0.2;0.2;0.3;0.5;0.3;1.3;1.7;0.0;0.0;0.0;0.3;0.2;1.5;PF;0.0;0.933;0.133;0.405;0.0;0.459;0.0;0.0;0.0;0.267;0.556;0.111;0.846;0.7
345;Seth Curry;31.5;3.5;2.0;26.2;4.4;8.0;0.5;2.0;4.4;0.4;2.4;3.6;0.7;0.7;0.6;0.9;0.7;0.2;1.5;1.8;2.5;0.2;0.4;0.6;2.2;11.4;SG;0.526;0.421;0.053;0.435;0.095;0.069;0.008;0.015;4.167;0.486;1.425;0.112;0.343;11.7
346;Shai Gilgeous-Alexander;25.0;10.0;10.0;39.9;11.1;22.4;0.5;1.6;3.7;0.4;9.5;18.7;0.5;0.5;6.4;8.1;0.8;0.8;6.4;7.2;6.4;1.3;1.7;2.2;3.1;30.2;PG;0.159;0.629;0.212;0.757;0.16;0.18;0.033;0.043;2.909;0.72;1.348;0.362;0.706;31.6
347;Shake Milton;26.0;7.3;0.0;7.4;0.7;1.8;0.4;0.2;0.7;0.2;0.4;1.2;0.4;0.4;1.0;1.2;0.9;0.1;0.7;0.8;0.6;0.4;0.1;0.2;0.5;2.5;PG;0.24;0.32;0.4;0.338;0.081;0.108;0.054;0.014;3.0;0.11;1.389;0.667;0.342;2.9
348;Shaquille Harrison;29.0;8.0;0.0;3.5;0.5;0.9;0.6;0.1;0.1;1.0;0.4;0.8;0.5;0.6;0.1;0.3;0.5;0.0;0.4;0.4;1.1;0.3;0.0;1.0;0.4;1.3;SG;0.231;0.615;0.077;0.371;0.314;0.114;0.086;0.0;1.1;0.05;1.444;0.333;0.581;1.5
349;Skylar Mays;24.0;2.0;0.0;4.5;0.5;0.5;1.0;0.0;0.0;0.0;0.5;0.5;1.0;1.0;0.0;0.0;0.0;0.0;0.5;0.5;0.5;0.5;0.0;1.0;0.5;1.0;SG;0.0;1.0;0.0;0.222;0.111;0.111;0.111;0.0;0.5;0.25;2.0;0.0;0.333;1.5
350;Spencer Dinwiddie;29.0;9.0;2.3;27.4;3.6;8.8;0.4;1.5;3.8;0.4;2.2;4.9;0.5;0.5;2.5;3.5;0.7;0.3;2.1;2.4;3.9;0.8;0.3;1.6;1.8;11.2;PG;0.402;0.393;0.223;0.409;0.142;0.088;0.029;0.011;2.438;0.267;1.273;0.398;0.436;10.8
351;Stephen Curry;33.5;17.5;15.5;36.3;10.2;22.0;0.5;4.2;11.2;0.4;5.9;10.7;0.5;0.6;4.4;5.2;0.8;0.6;4.6;5.2;6.0;1.2;0.4;2.9;2.7;29.0;PG;0.434;0.407;0.152;0.799;0.165;0.143;0.033;0.011;2.069;0.297;1.318;0.236;0.749;26.3
352;Sterling Brown;26.0;9.0;0.0;2.9;0.3;1.1;0.3;0.0;0.4;0.0;0.3;0.7;0.5;0.3;0.6;0.8;0.7;0.1;0.8;0.9;0.3;0.4;0.2;0.3;0.0;1.2;SG;0.0;0.5;0.5;0.414;0.103;0.31;0.138;0.069;1.0;0.1;1.091;0.727;0.604;1.7
353;Steven Adams;28.0;7.0;5.0;16.3;1.3;3.0;0.4;0.0;0.0;0.0;1.3;3.0;0.4;0.4;0.9;1.6;0.5;2.1;4.3;6.4;2.1;0.1;0.1;0.6;1.7;3.4;C;0.0;0.765;0.265;0.209;0.129;0.393;0.006;0.006;3.5;0.914;1.133;0.533;0.264;9.1
354;Svi Mykhailiuk;25.0;5.5;0.0;2.8;0.2;1.1;0.1;0.2;0.9;0.1;0.0;0.2;0.2;0.2;0.2;0.2;0.5;0.0;0.4;0.4;0.0;0.0;0.0;0.2;0.4;0.6;SF;1.0;0.0;0.333;0.214;0.0;0.143;0.0;0.0;0.0;0.073;0.545;0.182;0.496;-0.1
355;T.J. McConnell;31.0;17.0;0.0;20.5;5.3;10.9;0.5;0.4;1.5;0.3;4.9;9.4;0.5;0.5;0.8;0.9;0.9;0.6;2.4;3.1;5.1;0.9;0.1;1.2;1.5;11.8;PG;0.102;0.831;0.068;0.576;0.249;0.151;0.044;0.005;4.25;0.176;1.083;0.083;0.61;14.0
356;T.J. Warren;29.5;4.5;0.0;8.6;0.5;2.0;0.2;0.1;0.8;0.1;0.4;1.2;0.2;0.2;0.2;0.4;0.4;0.5;0.6;1.1;0.4;0.1;0.2;0.1;0.4;1.4;SF;0.214;0.571;0.143;0.163;0.047;0.128;0.012;0.023;4.0;0.244;0.7;0.2;0.265;1.4
357;Taurean Prince;28.0;5.0;0.3;18.4;2.3;5.9;0.4;1.1;3.5;0.3;1.1;2.5;0.5;0.5;1.4;1.6;0.9;0.3;1.5;1.8;0.9;0.4;0.3;0.7;1.5;7.1;PF;0.465;0.31;0.197;0.386;0.049;0.098;0.022;0.016;1.286;0.36;1.203;0.271;0.397;6.0
358;Terance Mann;26.5;5.5;3.0;28.9;3.5;7.2;0.5;1.8;3.8;0.5;1.8;3.4;0.5;0.6;1.2;1.6;0.8;2.1;2.0;4.1;2.0;0.4;0.1;1.3;3.3;10.0;SG;0.54;0.36;0.12;0.346;0.069;0.142;0.014;0.003;1.538;0.745;1.389;0.222;0.318;11.2
359;Terence Davis;25.0;4.0;0.0;14.5;2.0;5.0;0.4;1.5;4.3;0.4;0.5;0.8;0.7;0.6;0.5;0.5;1.0;0.5;1.8;2.3;1.5;0.3;0.0;0.5;3.0;6.0;SG;0.75;0.167;0.083;0.414;0.103;0.159;0.021;0.0;3.0;0.575;1.2;0.1;0.394;6.6
360;Terrence Ross;31.0;6.0;0.0;11.5;1.3;4.5;0.3;1.0;3.7;0.3;0.3;0.8;0.4;0.4;0.0;0.0;0.0;0.0;1.3;1.3;0.2;0.2;0.3;0.2;1.0;3.7;SG;0.811;0.162;0.0;0.322;0.017;0.113;0.017;0.026;1.0;0.217;0.822;0.0;0.409;2.3
361;Thaddeus Young;34.0;3.5;0.0;9.2;0.8;1.5;0.2;0.1;0.6;0.1;0.6;0.9;0.4;0.3;0.1;0.4;0.1;0.6;0.9;1.5;0.8;0.4;0.1;0.2;0.6;1.6;PF;0.188;0.75;0.062;0.174;0.087;0.163;0.043;0.011;4.0;0.429;1.067;0.267;0.204;3.2
362;Thanasis Antetokounmpo;30.0;4.0;0.0;2.5;0.1;0.1;0.2;0.0;0.0;0.0;0.1;0.1;0.2;0.2;0.0;0.1;0.1;0.0;0.1;0.2;0.0;0.2;0.2;1.0;0.3;0.2;SF;0.0;1.0;0.0;0.08;0.0;0.08;0.08;0.08;0.0;0.025;2.0;1.0;0.458;-0.4
363;Thomas Bryant;25.5;1.5;0.0;4.5;1.2;1.8;0.4;0.0;0.5;0.0;1.2;1.2;0.5;0.4;0.5;0.8;0.3;0.5;0.8;1.2;0.2;0.0;0.0;0.5;0.2;3.0;C;0.0;0.8;0.167;0.667;0.044;0.267;0.0;0.0;0.4;0.867;1.667;0.444;0.589;3.1
364;Tim Hardaway Jr.;31.0;14.0;0.0;12.7;1.6;4.1;0.4;0.9;2.6;0.4;0.6;1.5;0.4;0.5;0.3;0.6;0.5;0.1;1.6;1.8;0.4;0.4;0.1;0.1;0.7;4.4;SF;0.614;0.273;0.068;0.346;0.031;0.142;0.031;0.008;4.0;0.121;1.073;0.146;0.351;4.1
365;Timothé Luwawu-Cabarrot;26.0;4.0;0.0;5.5;0.5;1.0;0.5;0.3;0.8;0.3;0.3;0.3;1.0;0.6;0.0;0.0;0.0;0.0;0.8;0.8;0.5;0.0;0.0;0.3;1.5;1.3;SF;0.692;0.462;0.0;0.236;0.091;0.145;0.0;0.0;1.667;0.2;1.3;0.0;0.236;1.8
366;Tobias Harris;30.0;9.7;9.7;36.9;5.6;11.4;0.5;1.4;3.8;0.4;4.2;7.6;0.5;0.5;1.2;1.3;0.9;1.3;6.1;7.4;2.0;0.6;0.6;0.9;2.4;13.7;PF;0.307;0.613;0.088;0.371;0.054;0.201;0.016;0.016;2.222;0.763;1.202;0.114;0.349;17.5
367;Tony Bradley;24.0;2.0;0.0;4.0;2.5;2.5;1.0;0.0;0.0;0.0;2.5;2.5;1.0;1.0;0.0;0.0;0.0;0.0;2.0;2.0;0.5;0.0;0.0;1.0;0.0;5.0;C;0.0;1.0;0.0;1.25;0.125;0.5;0.0;0.0;0.5;1.0;2.0;0.0;0.875;6.5
368;Torrey Craig;31.5;10.0;2.5;12.2;1.6;3.2;0.5;0.6;1.7;0.4;1.0;1.6;0.6;0.6;0.4;0.5;0.7;0.6;1.4;2.0;0.6;0.4;0.2;0.4;1.4;4.4;SF;0.409;0.455;0.091;0.361;0.049;0.164;0.033;0.016;1.5;0.2;1.375;0.156;0.313;5.5
369;Trae Young;23.5;5.5;5.5;37.8;7.2;19.3;0.4;2.2;8.3;0.3;5.0;11.0;0.5;0.4;5.7;6.9;0.8;0.9;3.4;4.4;8.1;1.2;0.4;5.1;2.2;22.3;PG;0.296;0.448;0.256;0.59;0.214;0.116;0.032;0.011;1.588;0.782;1.155;0.358;0.726;17.9
370;Trey Burke;29.0;10.0;0.0;3.7;1.1;2.2;0.5;0.4;1.0;0.4;0.7;1.2;0.6;0.6;0.6;0.6;1.0;0.0;0.3;0.3;0.4;0.1;0.0;0.1;0.3;3.2;PG;0.375;0.437;0.187;0.865;0.108;0.081;0.027;0.0;4.0;0.03;1.455;0.273;0.693;2.8
371;Trey Lyles;27.0;7.0;0.0;16.9;2.4;5.7;0.4;1.3;3.9;0.3;1.1;1.9;0.6;0.5;0.4;0.7;0.6;1.3;4.4;5.7;0.7;0.3;0.0;0.4;1.7;6.6;PF;0.591;0.333;0.061;0.391;0.041;0.337;0.018;0.0;1.75;0.814;1.158;0.123;0.379;9.3
372;Trey Murphy III;22.0;5.0;2.0;31.0;3.0;7.8;0.4;2.0;5.4;0.4;1.0;2.5;0.2;0.5;0.4;0.4;0.4;0.6;3.9;4.5;1.4;0.9;0.8;1.1;2.2;8.4;SF;0.714;0.238;0.048;0.271;0.045;0.145;0.029;0.026;1.273;0.9;1.077;0.051;0.293;10.1
373;Tristan Thompson;31.0;7.0;0.0;7.2;0.6;1.5;0.4;0.0;0.0;0.0;0.6;1.5;0.4;0.4;0.1;0.3;0.2;0.7;1.1;1.8;0.6;0.1;0.2;0.5;0.6;1.4;PF;0.0;0.857;0.071;0.194;0.083;0.25;0.014;0.028;1.2;0.257;0.933;0.2;0.296;2.5
374;Troy Brown Jr.;22.5;7.5;0.0;11.3;1.2;4.0;0.3;0.4;2.5;0.2;0.8;1.6;0.6;0.4;0.0;0.0;0.0;0.3;2.0;2.4;1.0;0.4;0.0;0.5;0.5;2.9;SF;0.414;0.552;0.0;0.257;0.088;0.212;0.035;0.0;2.0;0.307;0.725;0.0;0.398;3.3
375;Tyler Herro;23.0;7.0;2.0;27.1;5.3;12.2;0.4;2.0;5.8;0.4;3.3;6.5;0.5;0.5;1.2;1.3;0.6;0.2;3.0;3.2;3.4;0.3;0.5;1.9;1.5;13.8;SG;0.435;0.478;0.087;0.509;0.125;0.118;0.011;0.018;1.789;0.457;1.131;0.107;0.541;12.3
376;Tyrese Haliburton;23.0;15.0;15.0;34.8;7.0;14.3;0.5;3.5;9.3;0.4;3.5;5.0;0.7;0.6;1.1;1.3;0.8;0.8;4.0;4.8;8.2;1.3;0.7;2.1;0.9;18.7;PG;0.561;0.374;0.059;0.537;0.236;0.138;0.037;0.02;3.905;0.32;1.308;0.091;0.488;24.1
377;Tyrese Maxey;22.0;9.7;9.7;41.1;8.6;18.6;0.5;3.0;7.6;0.4;5.6;11.0;0.5;0.5;3.5;3.9;0.9;0.5;4.0;4.5;4.3;1.0;0.3;1.6;2.4;23.7;PG;0.38;0.473;0.148;0.577;0.105;0.109;0.024;0.007;2.687;0.464;1.274;0.21;0.533;21.8
378;Tyus Jones;25.5;9.0;2.0;20.9;2.6;7.2;0.4;1.0;3.5;0.3;1.6;3.6;0.4;0.4;0.8;0.9;0.8;0.4;2.7;3.2;4.1;1.2;0.1;1.2;0.8;6.8;PG;0.441;0.471;0.118;0.325;0.196;0.153;0.057;0.005;3.417;0.344;0.944;0.125;0.421;9.4
379;Udonis Haslem;42.0;2.0;0.0;1.5;0.0;1.5;0.0;0.0;0.5;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;0.0;0.0;1.0;0.0;1.0;C;0.0;0.0;0.0;0.667;0.0;0.333;0.0;0.0;0.0;0.25;0.667;0.0;1.667;-1.0
380;Victor Oladipo;29.5;8.5;0.5;23.5;4.2;9.3;0.4;1.0;3.3;0.3;3.1;6.0;0.5;0.5;1.6;2.5;0.6;0.4;3.0;3.4;1.6;1.2;0.4;1.4;2.2;11.0;SG;0.273;0.564;0.145;0.468;0.068;0.145;0.051;0.017;1.143;0.4;1.183;0.269;0.502;10.2
381;Vlatko Cancar;24.5;3.5;0.0;3.2;0.5;1.2;0.3;0.2;0.9;0.2;0.2;0.4;0.5;0.4;0.0;0.0;0.0;0.0;0.8;0.8;0.4;0.0;0.0;0.5;0.0;1.2;PF;0.5;0.333;0.0;0.375;0.125;0.25;0.0;0.0;0.8;0.229;1.0;0.0;0.531;1.2
382;Wendell Carter Jr.;24.0;7.0;5.0;26.4;2.7;6.7;0.4;1.0;3.6;0.3;1.7;3.1;0.5;0.5;1.1;1.6;0.7;1.3;5.0;6.3;1.3;0.7;0.6;0.7;2.9;7.6;C;0.395;0.447;0.145;0.288;0.049;0.239;0.027;0.023;1.857;0.9;1.134;0.239;0.307;11.3
383;Wendell Moore Jr.;21.5;3.5;0.0;2.5;0.2;0.6;0.2;0.1;0.4;0.1;0.2;0.2;0.3;0.2;0.0;0.0;0.0;0.0;0.2;0.2;0.2;0.1;0.0;0.6;0.2;0.6;SG;0.5;0.667;0.0;0.24;0.08;0.08;0.04;0.0;0.333;0.057;1.0;0.0;0.48;0.1
384;Wenyen Gabriel;25.0;10.0;0.0;3.7;0.4;1.0;0.4;0.0;0.0;0.0;0.4;1.0;0.4;0.4;0.2;0.3;0.7;0.8;0.1;0.9;0.0;0.2;0.3;0.2;0.8;1.0;C;0.0;0.8;0.2;0.27;0.0;0.243;0.054;0.081;0.0;0.09;1.0;0.3;0.36;1.5
385;Wesley Matthews;35.5;7.0;6.0;24.6;2.0;4.9;0.4;1.8;3.6;0.5;0.3;1.3;0.2;0.6;0.2;0.4;0.3;0.6;1.6;2.3;0.8;0.9;0.4;0.2;1.9;6.1;SG;0.885;0.098;0.033;0.248;0.033;0.093;0.037;0.016;4.0;0.314;1.245;0.082;0.214;7.1
386;Will Barton;31.0;5.0;5.0;34.4;5.4;13.2;0.4;2.2;5.6;0.4;3.2;7.6;0.4;0.5;0.8;1.2;0.7;1.0;4.6;5.6;2.8;0.8;0.2;2.0;2.2;13.8;SG;0.478;0.464;0.058;0.401;0.081;0.163;0.023;0.006;1.4;1.12;1.045;0.091;0.457;13.0
387;Willy Hernangómez;27.0;1.0;0.0;2.0;1.0;4.0;0.2;0.0;1.0;0.0;1.0;3.0;0.3;0.2;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;2.0;C;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;0.5;0.0;2.5;0.0
388;Xavier Tillman Sr.;24.0;7.7;4.0;18.2;2.2;3.8;0.6;0.1;0.3;0.6;2.1;3.4;0.6;0.7;0.3;0.5;0.7;1.6;2.8;4.4;1.4;0.6;0.4;0.7;1.8;4.9;PF;0.061;0.857;0.061;0.269;0.077;0.242;0.033;0.022;2.0;0.571;1.289;0.132;0.259;9.2
389;Yuta Watanabe;27.5;2.5;0.0;3.8;0.8;1.8;0.4;0.5;1.2;0.2;0.2;0.6;0.2;0.5;0.0;1.0;0.0;0.0;0.5;0.5;0.0;0.0;0.0;0.6;0.0;2.0;SF;0.75;0.2;0.0;0.526;0.0;0.132;0.0;0.0;0.0;0.2;1.111;0.556;0.747;-0.1
390;Zach LaVine;26.0;4.0;4.0;38.3;6.8;15.8;0.4;2.3;6.0;0.4;4.5;9.8;0.5;0.5;3.5;3.8;0.9;0.0;5.3;5.3;6.0;0.8;0.3;3.0;2.3;19.3;SF;0.358;0.466;0.181;0.504;0.157;0.138;0.021;0.008;2.0;1.325;1.222;0.241;0.535;19.4
391;Zeke Nnaji;22.0;3.3;0.0;3.9;0.5;0.8;0.7;0.2;0.4;0.4;0.3;0.4;0.6;0.9;0.1;0.2;0.2;0.2;0.1;0.4;0.0;0.1;0.1;0.3;0.4;1.4;PF;0.429;0.429;0.071;0.359;0.0;0.103;0.026;0.026;0.0;0.091;1.75;0.25;0.305;1.2
392;Ziaire Williams;20.5;7.0;0.5;9.9;1.4;3.5;0.4;0.7;2.2;0.3;0.8;1.3;0.5;0.5;0.6;0.6;0.5;0.2;0.8;1.0;0.5;0.2;0.0;0.4;0.8;4.1;SF;0.512;0.39;0.146;0.414;0.051;0.101;0.02;0.0;1.25;0.143;1.171;0.171;0.421;3.3
