ID;Player;Age;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Pos;3P Dependency;2P Dependency;FT Dependency;PTS/MP;AST/MP;TRB/MP;STL/MP;BLK/MP;AST/TOV;Rebound Ratio;PTS/FGA;FT Rate;Usage Rate;PIE
150;Desmond Bane;24.0;58.7;58.7;32.0;7.7;16.4;0.5;3.1;7.5;0.4;4.6;8.9;0.5;0.6;2.7;3.1;0.9;0.7;3.9;4.6;4.2;1.1;0.4;2.1;2.7;21.1;SF;0.441;0.436;0.128;0.659;0.131;0.144;0.034;0.012;2.0;0.078;1.287;0.189;0.621;20.2
151;Devin Booker;26.0;63.0;63.0;35.0;9.7;20.1;0.5;2.3;6.4;0.4;7.3;13.7;0.5;0.5;5.5;6.3;0.9;0.8;3.9;4.7;5.7;1.0;0.4;2.6;2.9;27.2;SG;0.254;0.537;0.202;0.777;0.163;0.134;0.029;0.011;2.192;0.075;1.353;0.313;0.728;25.2
152;Devin Vassell;22.0;59.0;42.0;30.5;6.3;14.0;0.4;2.3;6.3;0.4;3.9;7.7;0.5;0.5;1.9;2.3;0.8;0.4;3.6;4.0;3.2;1.1;0.4;1.3;1.5;16.8;SF;0.411;0.464;0.113;0.551;0.105;0.131;0.036;0.013;2.462;0.068;1.2;0.164;0.535;16.1
153;Devonte' Graham;27.0;49.0;15.8;20.4;2.6;7.1;0.4;1.8;5.3;0.3;0.8;1.8;0.5;0.5;1.4;1.8;0.8;0.3;1.6;1.9;3.0;0.7;0.2;0.9;1.1;8.5;PG;0.635;0.188;0.165;0.417;0.147;0.093;0.034;0.01;3.333;0.039;1.197;0.254;0.431;8.5
154;Dewayne Dedmon;32.7;45.0;5.3;12.9;2.2;4.2;0.5;0.3;1.0;0.3;1.9;3.2;0.6;0.6;1.0;1.4;0.7;1.1;3.2;4.3;0.6;0.3;0.5;0.8;2.2;5.7;C;0.158;0.667;0.175;0.442;0.047;0.333;0.023;0.039;0.75;0.096;1.357;0.333;0.435;8.2
155;Dillon Brooks;27.0;59.0;58.7;29.6;5.7;13.6;0.4;1.7;5.3;0.3;3.9;8.3;0.5;0.5;2.0;2.5;0.8;0.7;2.6;3.3;2.4;1.0;0.2;1.4;3.3;15.1;SF;0.338;0.517;0.132;0.51;0.081;0.111;0.034;0.007;1.714;0.056;1.11;0.184;0.544;12.2
156;Domantas Sabonis;25.8;67.5;67.0;34.9;7.3;12.4;0.6;0.5;1.6;0.3;6.8;10.8;0.6;0.6;4.0;5.4;0.7;3.3;9.2;12.6;6.4;0.9;0.5;3.1;3.2;19.1;C-PF;0.079;0.712;0.209;0.547;0.183;0.361;0.026;0.014;2.065;0.185;1.54;0.435;0.512;29.8
157;Dominick Barlow;19.5;30.5;0.5;13.6;1.6;3.2;0.5;0.0;0.2;0.2;1.6;3.0;0.5;0.5;0.8;1.1;0.7;1.5;2.0;3.5;1.0;0.4;0.6;0.4;1.7;4.2;SF;0.0;0.762;0.19;0.309;0.074;0.257;0.029;0.044;2.5;0.115;1.312;0.344;0.3;7.4
158;Donovan Mitchell;26.0;63.3;63.3;35.0;9.4;20.3;0.5;3.5;9.4;0.4;6.0;11.0;0.5;0.5;4.6;5.3;0.9;0.8;3.7;4.5;5.3;1.6;0.4;2.8;2.3;26.9;SG;0.39;0.446;0.171;0.769;0.151;0.129;0.046;0.011;1.893;0.071;1.325;0.261;0.727;24.3
159;Donte DiVincenzo;25.8;55.0;25.2;26.5;3.7;9.2;0.4;2.4;6.2;0.4;1.3;3.0;0.4;0.5;1.4;1.6;0.8;1.0;3.2;4.2;3.2;1.3;0.2;1.6;1.8;11.0;SG;0.655;0.236;0.127;0.415;0.121;0.158;0.049;0.008;2.0;0.076;1.196;0.174;0.434;12.6
160;Dorian Finney-Smith;29.0;56.0;53.6;30.4;3.2;7.8;0.4;1.8;5.1;0.3;1.4;2.7;0.5;0.5;0.7;0.9;0.7;1.7;3.1;4.8;1.6;0.9;0.5;0.9;2.2;8.8;PF;0.614;0.318;0.08;0.289;0.053;0.158;0.03;0.016;1.778;0.086;1.128;0.115;0.299;10.9
161;Doug McDermott;31.2;56.2;12.8;18.4;3.0;6.6;0.4;1.8;4.3;0.4;1.2;2.4;0.5;0.6;0.5;0.7;0.7;0.3;1.4;1.6;1.2;0.2;0.0;0.6;1.3;8.2;PF;0.659;0.293;0.061;0.446;0.065;0.087;0.011;0.0;2.0;0.03;1.242;0.106;0.408;6.9
162;Draymond Green;32.0;58.0;56.3;29.2;3.2;6.3;0.5;0.6;1.8;0.3;2.6;4.5;0.6;0.6;1.1;1.6;0.7;1.1;6.2;7.2;6.6;1.1;0.9;2.8;3.0;8.2;PF;0.22;0.634;0.134;0.281;0.226;0.247;0.038;0.031;2.357;0.126;1.302;0.254;0.336;17.7
163;Drew Eubanks;24.6;59.0;19.2;19.0;3.1;5.1;0.6;0.1;0.3;0.4;3.1;4.9;0.6;0.6;1.3;1.7;0.7;1.8;3.7;5.5;1.2;0.5;0.8;1.1;1.9;7.7;C;0.039;0.805;0.169;0.405;0.063;0.289;0.026;0.042;1.091;0.093;1.51;0.333;0.366;12.2
164;Duane Washington Jr.;21.5;39.5;5.0;16.4;3.3;8.6;0.4;1.5;4.0;0.4;1.8;4.6;0.4;0.5;0.8;1.0;0.7;0.1;1.4;1.4;1.9;0.4;0.1;1.2;1.0;8.9;PG;0.506;0.404;0.09;0.543;0.116;0.085;0.024;0.006;1.583;0.038;1.035;0.116;0.624;6.1
165;Duncan Robinson;28.0;63.0;35.0;23.5;3.4;8.2;0.4;2.4;6.5;0.4;1.0;1.8;0.6;0.6;0.8;1.0;0.9;0.2;2.0;2.2;1.8;0.5;0.1;1.0;2.2;10.1;SG;0.713;0.198;0.079;0.43;0.077;0.094;0.021;0.004;1.8;0.035;1.232;0.122;0.41;8.7
166;Duop Reath;27.0;68.0;20.0;17.9;3.4;7.3;0.5;1.3;3.6;0.4;2.1;3.7;0.6;0.5;1.0;1.4;0.7;1.4;2.3;3.7;1.0;0.5;0.6;0.8;2.4;9.1;C;0.429;0.462;0.11;0.508;0.056;0.207;0.028;0.034;1.25;0.054;1.247;0.192;0.487;9.8
167;Dwight Howard;36.0;60.0;27.0;16.2;2.2;3.7;0.6;0.1;0.3;0.5;2.1;3.4;0.6;0.6;1.6;2.4;0.7;2.0;4.0;5.9;0.6;0.6;0.6;0.8;1.9;6.2;C;0.048;0.677;0.258;0.383;0.037;0.364;0.037;0.037;0.75;0.1;1.676;0.649;0.343;10.9
168;Dwight Powell;31.0;73.7;48.0;18.1;2.3;3.4;0.7;0.1;0.2;0.2;2.3;3.2;0.7;0.7;1.5;2.1;0.7;1.9;2.3;4.1;1.1;0.5;0.4;0.7;2.4;6.2;C;0.048;0.742;0.242;0.343;0.061;0.227;0.028;0.022;1.571;0.057;1.824;0.618;0.278;10.0
169;Dylan Windler;25.0;50.0;0.0;9.2;0.7;2.0;0.4;0.4;1.4;0.3;0.3;0.6;0.6;0.5;0.3;0.4;0.8;0.4;1.4;1.8;0.7;0.3;0.1;0.3;0.9;2.2;SF;0.545;0.273;0.136;0.239;0.076;0.196;0.033;0.011;2.333;0.036;1.1;0.2;0.269;3.4
170;Dyson Daniels;19.5;60.0;13.5;20.0;1.9;4.3;0.4;0.6;1.8;0.3;1.3;2.5;0.5;0.5;0.5;0.8;0.6;0.8;2.8;3.6;2.5;1.0;0.3;1.0;1.7;4.8;PG;0.375;0.542;0.104;0.24;0.125;0.18;0.05;0.015;2.5;0.06;1.116;0.186;0.283;8.5
171;Ed Davis;32.0;31.0;3.0;6.5;0.4;0.5;0.7;0.0;0.0;0.0;0.4;0.5;0.7;0.7;0.2;0.5;0.4;0.5;1.6;2.1;0.2;0.1;0.3;0.2;1.1;0.9;C;0.0;0.889;0.222;0.138;0.031;0.323;0.015;0.046;1.0;0.068;1.8;1.0;0.142;3.0
172;Edmond Sumner;27.0;53.0;12.0;13.9;2.3;5.1;0.5;0.6;1.6;0.4;1.8;3.4;0.5;0.5;1.9;2.0;0.9;0.2;1.2;1.5;1.3;0.6;0.2;0.9;1.6;7.1;SG;0.254;0.507;0.268;0.511;0.094;0.108;0.043;0.014;1.444;0.026;1.392;0.392;0.495;6.8
173;Elfrid Payton;27.0;50.0;1.0;11.0;1.3;3.5;0.4;0.1;0.4;0.2;1.3;3.1;0.4;0.4;0.2;0.6;0.4;0.4;1.3;1.8;2.0;0.5;0.1;0.9;0.8;3.0;PG;0.1;0.867;0.067;0.273;0.182;0.164;0.045;0.009;2.222;0.034;0.857;0.171;0.424;3.8
174;Elijah Hughes;23.0;29.0;3.5;13.4;1.4;4.4;0.3;0.7;2.8;0.2;0.7;1.6;0.4;0.4;0.2;0.3;0.7;0.2;1.5;1.8;0.6;0.4;0.2;0.5;1.3;3.6;SG-SF;0.583;0.389;0.056;0.269;0.045;0.134;0.03;0.015;1.2;0.059;0.818;0.068;0.376;2.9
175;Enes Freedom;29.0;35.0;1.0;11.7;1.5;2.8;0.5;0.1;0.1;0.4;1.4;2.6;0.5;0.5;0.7;0.8;0.9;1.7;2.8;4.6;0.2;0.1;0.4;0.6;1.2;3.7;C;0.081;0.757;0.189;0.316;0.017;0.393;0.009;0.034;0.333;0.129;1.321;0.286;0.321;6.9
176;Eric Bledsoe;32.0;54.0;29.0;25.2;3.6;8.7;0.4;0.9;3.0;0.3;2.7;5.6;0.5;0.5;1.6;2.2;0.8;0.5;2.9;3.4;4.2;1.3;0.4;2.1;1.6;9.9;PG;0.273;0.545;0.162;0.393;0.167;0.135;0.052;0.016;2.0;0.063;1.138;0.253;0.467;11.4
177;Eric Gordon;34.0;52.6;37.2;28.1;4.2;9.3;0.5;2.0;5.3;0.4;2.2;4.0;0.5;0.6;1.7;2.1;0.8;0.2;1.7;1.9;2.5;0.7;0.4;1.5;1.2;12.2;SG;0.492;0.361;0.139;0.434;0.089;0.068;0.025;0.014;1.667;0.036;1.312;0.226;0.417;10.7
178;Eric Paschall;25.0;58.0;3.0;12.7;2.0;4.1;0.5;0.7;1.9;0.4;1.3;2.2;0.6;0.6;1.1;1.5;0.8;0.5;1.3;1.8;0.6;0.2;0.1;0.5;0.9;5.8;PF;0.362;0.448;0.19;0.457;0.047;0.142;0.016;0.008;1.2;0.031;1.415;0.366;0.414;5.5
179;Eugene Omoruyi;25.3;35.3;2.7;12.3;2.1;4.6;0.5;0.4;1.5;0.3;1.7;3.0;0.6;0.5;0.9;1.4;0.6;1.0;1.4;2.4;0.7;0.6;0.1;0.7;1.9;5.6;SF;0.214;0.607;0.161;0.455;0.057;0.195;0.049;0.008;1.0;0.068;1.217;0.304;0.481;5.7
180;Evan Fournier;30.2;42.0;21.8;20.8;3.0;8.0;0.4;1.6;5.0;0.3;1.4;3.0;0.5;0.5;0.9;1.1;0.8;0.2;1.8;2.0;1.6;0.8;0.2;0.9;1.8;8.6;SG;0.558;0.326;0.105;0.413;0.077;0.096;0.038;0.01;1.778;0.048;1.075;0.138;0.451;7.1
181;Evan Mobley;21.0;66.0;66.0;32.9;6.4;11.7;0.5;0.3;1.3;0.3;6.1;10.4;0.6;0.6;2.5;3.6;0.7;2.2;6.6;8.9;2.8;0.8;1.5;1.8;2.5;15.6;PF;0.058;0.782;0.16;0.474;0.085;0.271;0.024;0.046;1.556;0.133;1.333;0.308;0.458;21.3
182;Facundo Campazzo;30.0;65.0;4.0;18.2;1.6;4.6;0.4;0.9;3.0;0.3;0.8;1.6;0.5;0.5;0.9;1.2;0.8;0.4;1.4;1.8;3.4;1.0;0.4;1.0;1.9;5.1;PG;0.529;0.314;0.176;0.28;0.187;0.099;0.055;0.022;3.4;0.028;1.109;0.261;0.337;7.4
183;Frank Jackson;23.0;53.0;7.0;22.0;3.7;9.1;0.4;1.6;5.3;0.3;2.0;3.8;0.5;0.5;1.6;2.0;0.8;0.4;1.3;1.6;1.0;0.5;0.2;0.7;1.7;10.6;PG;0.453;0.377;0.151;0.482;0.045;0.073;0.023;0.009;1.429;0.032;1.165;0.22;0.485;7.5
184;Frank Kaminsky;29.0;31.0;0.0;6.6;1.0;1.8;0.5;0.4;0.9;0.4;0.5;0.8;0.6;0.6;0.4;0.4;0.9;0.2;1.3;1.4;0.8;0.2;0.0;0.3;0.7;2.6;C;0.462;0.385;0.154;0.394;0.121;0.212;0.03;0.0;2.667;0.048;1.444;0.222;0.345;4.0
185;Frank Ntilikina;23.5;52.5;5.0;12.4;1.2;3.3;0.4;0.6;1.6;0.3;0.8;1.6;0.5;0.5;0.4;0.6;0.8;0.2;1.2;1.4;1.2;0.4;0.1;0.6;1.2;3.5;PG;0.514;0.457;0.114;0.282;0.097;0.113;0.032;0.008;2.0;0.027;1.061;0.182;0.336;3.7
186;Franz Wagner;21.0;77.0;77.0;31.9;6.6;13.8;0.5;1.4;4.2;0.3;5.3;9.7;0.5;0.5;3.2;3.7;0.9;1.0;3.6;4.6;3.4;1.0;0.3;1.8;2.2;17.8;SF;0.236;0.596;0.18;0.558;0.107;0.144;0.031;0.009;1.889;0.06;1.29;0.268;0.54;17.6
187;Fred VanVleet;28.0;69.0;69.0;37.1;6.3;15.6;0.4;3.3;8.9;0.4;3.0;6.7;0.4;0.5;3.1;3.5;0.9;0.5;3.6;4.1;7.3;1.6;0.6;2.1;2.6;19.0;PG;0.521;0.316;0.163;0.512;0.197;0.111;0.043;0.016;3.476;0.059;1.218;0.224;0.519;20.8
188;Furkan Korkmaz;25.0;46.3;6.3;13.1;1.6;4.1;0.4;0.7;2.1;0.3;1.0;1.9;0.5;0.5;0.7;1.0;0.7;0.2;1.3;1.5;1.1;0.4;0.1;0.5;0.6;4.6;SG;0.457;0.435;0.152;0.351;0.084;0.115;0.031;0.008;2.2;0.032;1.122;0.244;0.385;4.4
189;GG Jackson II;19.0;48.0;18.0;25.7;5.0;11.7;0.4;2.1;6.0;0.4;2.9;5.8;0.5;0.5;2.4;3.2;0.8;1.1;3.0;4.1;1.2;0.6;0.5;1.4;1.3;14.6;PF;0.432;0.397;0.164;0.568;0.047;0.16;0.023;0.019;0.857;0.085;1.248;0.274;0.565;12.1
190;Gabe Vincent;25.5;68.0;30.5;24.6;3.2;7.9;0.4;1.8;4.9;0.4;1.5;3.0;0.5;0.5;0.8;1.0;0.8;0.4;1.6;2.0;2.8;0.9;0.2;1.4;2.3;9.0;PG;0.6;0.333;0.089;0.366;0.114;0.081;0.037;0.008;2.0;0.029;1.139;0.127;0.396;8.6
191;Garrett Temple;36.0;37.0;6.0;11.9;1.2;3.2;0.4;0.6;1.9;0.3;0.6;1.4;0.4;0.5;0.4;0.6;0.8;0.5;1.1;1.6;0.9;0.5;0.2;0.5;1.0;3.5;SG;0.514;0.343;0.114;0.294;0.076;0.134;0.042;0.017;1.8;0.043;1.094;0.187;0.333;4.0
192;Garrison Mathews;26.0;57.5;9.5;16.8;1.8;4.5;0.4;1.4;3.9;0.4;0.4;0.6;0.5;0.6;1.1;1.3;0.9;0.3;1.4;1.8;0.6;0.5;0.2;0.4;1.6;6.1;SG;0.689;0.131;0.18;0.363;0.036;0.107;0.03;0.012;1.5;0.03;1.356;0.289;0.326;5.8
193;Gary Clark;27.0;38.0;1.0;9.9;0.9;2.3;0.4;0.7;1.8;0.4;0.1;0.5;0.3;0.5;0.2;0.3;0.7;0.6;1.8;2.4;0.5;0.3;0.2;0.3;0.5;2.7;PF;0.778;0.074;0.074;0.273;0.051;0.242;0.03;0.02;1.667;0.063;1.174;0.13;0.276;4.3
194;Gary Harris;28.0;54.3;33.0;25.7;3.1;7.0;0.4;1.8;4.4;0.4;1.3;2.6;0.5;0.6;0.9;1.0;0.8;0.5;1.4;1.9;1.5;0.9;0.2;0.7;1.8;8.8;SG;0.614;0.295;0.102;0.342;0.058;0.074;0.035;0.008;2.143;0.035;1.257;0.143;0.317;8.6
195;Gary Payton II;30.0;45.7;5.7;16.6;2.4;4.0;0.6;0.6;1.4;0.4;1.9;2.7;0.7;0.7;0.4;0.5;0.7;1.0;2.0;3.1;1.1;1.1;0.3;0.6;1.9;5.7;PG;0.316;0.667;0.07;0.343;0.066;0.187;0.066;0.018;1.833;0.066;1.425;0.125;0.29;8.9
196;Gary Trent Jr.;24.0;69.0;51.3;31.7;5.9;13.9;0.4;2.7;7.0;0.4;3.2;6.8;0.5;0.5;2.0;2.5;0.8;0.4;2.3;2.6;1.8;1.5;0.2;0.8;1.7;16.5;SG;0.491;0.388;0.121;0.521;0.057;0.082;0.047;0.006;2.25;0.039;1.187;0.18;0.498;13.4
197;George Hill;35.7;45.0;6.0;20.1;1.9;4.2;0.4;0.7;2.2;0.3;1.1;1.9;0.6;0.5;1.0;1.2;0.8;0.5;1.7;2.2;2.4;0.6;0.1;0.8;1.2;5.4;SG;0.389;0.407;0.185;0.269;0.119;0.109;0.03;0.005;3.0;0.049;1.286;0.286;0.275;7.4
198;Georges Niang;29.0;78.7;6.0;21.5;3.2;7.2;0.4;2.0;4.9;0.4;1.2;2.2;0.6;0.6;0.6;0.7;0.9;0.3;2.5;2.8;1.2;0.4;0.2;0.8;2.2;8.9;PF;0.674;0.27;0.067;0.414;0.056;0.13;0.019;0.009;1.5;0.036;1.236;0.097;0.386;8.6
199;Giannis Antetokounmpo;28.0;67.7;67.7;33.4;11.0;19.2;0.6;0.8;2.7;0.3;10.2;16.6;0.6;0.6;7.7;11.5;0.7;2.3;9.3;11.6;6.0;1.0;1.1;3.5;3.1;30.5;PF;0.079;0.669;0.252;0.913;0.18;0.347;0.03;0.033;1.714;0.171;1.589;0.599;0.831;34.7
200;Goga Bitadze;23.0;42.8;12.5;12.9;1.9;3.6;0.5;0.2;0.8;0.2;1.8;2.7;0.6;0.6;0.8;1.4;0.6;1.6;2.0;3.5;1.1;0.4;0.8;0.7;1.8;4.9;C;0.122;0.735;0.163;0.38;0.085;0.271;0.031;0.062;1.571;0.084;1.361;0.389;0.381;7.8
201;Goran Dragic;35.7;43.3;2.7;18.0;2.5;6.3;0.4;0.9;2.7;0.3;1.7;3.6;0.5;0.5;0.8;1.1;0.7;0.4;1.6;2.0;3.1;0.4;0.1;1.3;1.5;6.7;PG;0.403;0.507;0.119;0.372;0.172;0.111;0.022;0.006;2.385;0.046;1.063;0.175;0.449;6.9
202;Gordon Hayward;32.4;40.2;30.8;27.4;4.5;9.6;0.5;1.0;2.6;0.4;3.5;7.0;0.5;0.5;2.1;2.7;0.8;0.7;3.2;3.9;3.4;0.8;0.3;1.5;1.4;12.0;SF;0.25;0.583;0.175;0.438;0.124;0.142;0.029;0.011;2.267;0.097;1.25;0.281;0.448;13.2
203;Gorgui Dieng;32.5;37.5;2.0;10.0;1.4;3.2;0.4;0.7;2.0;0.4;0.6;1.2;0.6;0.5;0.4;0.5;0.8;0.8;2.3;3.2;1.2;0.2;0.4;0.8;1.5;3.7;C;0.568;0.324;0.108;0.37;0.12;0.32;0.02;0.04;1.5;0.083;1.156;0.156;0.422;5.9
204;Gradey Dick;20.0;60.0;17.0;21.1;3.2;7.4;0.4;1.5;4.0;0.4;1.7;3.4;0.5;0.5;0.7;0.9;0.9;0.5;1.8;2.2;1.1;0.6;0.0;0.8;1.5;8.5;SG;0.529;0.4;0.082;0.403;0.052;0.104;0.028;0.0;1.375;0.038;1.149;0.122;0.407;7.3
205;Grant Williams;24.4;61.6;26.0;27.1;3.4;7.2;0.5;1.6;4.1;0.4;1.8;3.2;0.6;0.6;1.4;1.7;0.8;1.1;3.1;4.2;2.0;0.6;0.5;1.2;2.8;9.6;PF;0.5;0.375;0.146;0.354;0.074;0.155;0.022;0.018;1.667;0.068;1.333;0.236;0.338;11.6
206;Grayson Allen;27.0;71.0;68.3;29.4;3.9;8.5;0.5;2.4;5.6;0.4;1.6;2.9;0.5;0.6;1.4;1.6;0.9;0.6;2.9;3.5;2.3;0.8;0.4;1.0;1.7;11.7;SG;0.615;0.274;0.12;0.398;0.078;0.119;0.027;0.014;2.3;0.049;1.376;0.188;0.347;12.9
207;Greg Brown III;20.0;48.0;6.0;13.3;1.7;4.0;0.4;0.4;1.3;0.3;1.3;2.7;0.5;0.5;0.9;1.4;0.7;0.8;2.0;2.8;0.7;0.5;0.5;0.8;1.9;4.7;SF;0.255;0.553;0.191;0.353;0.053;0.211;0.038;0.038;0.875;0.058;1.175;0.35;0.407;5.6
208;Gui Santos;21.0;23.0;0.0;8.3;1.2;2.4;0.5;0.4;1.2;0.4;0.8;1.2;0.6;0.6;0.7;0.7;0.9;0.7;1.4;2.1;0.6;0.2;0.1;0.3;1.0;3.6;PF;0.333;0.444;0.194;0.434;0.072;0.253;0.024;0.012;2.0;0.091;1.5;0.292;0.362;5.1
209;Hamidou Diallo;23.5;57.0;14.5;19.8;4.2;7.9;0.5;0.2;1.0;0.2;4.0;6.9;0.6;0.5;1.6;2.5;0.6;1.1;3.0;4.2;1.2;1.0;0.3;1.2;2.4;10.2;SG;0.059;0.784;0.157;0.515;0.061;0.212;0.051;0.015;1.0;0.072;1.291;0.316;0.515;11.0
210;Harrison Barnes;30.0;80.3;80.3;31.7;4.6;9.8;0.5;1.7;4.6;0.4;2.9;5.2;0.5;0.6;3.5;4.3;0.8;1.0;3.4;4.4;1.7;0.7;0.1;1.1;1.2;14.5;PF;0.352;0.4;0.241;0.457;0.054;0.139;0.022;0.003;1.545;0.055;1.48;0.439;0.404;14.3
211;Harry Giles;25.0;23.0;0.0;4.3;1.0;2.2;0.5;0.1;0.6;0.2;0.9;1.6;0.6;0.5;0.3;0.6;0.5;0.5;0.8;1.3;0.3;0.1;0.1;0.3;0.7;2.4;C;0.125;0.75;0.125;0.558;0.07;0.302;0.023;0.023;1.0;0.057;1.091;0.273;0.643;2.4
212;Hassan Whiteside;32.0;65.0;8.0;17.9;3.3;5.1;0.7;0.0;0.0;0.0;3.3;5.1;0.7;0.7;1.6;2.6;0.6;2.6;5.0;7.6;0.4;0.3;1.6;0.8;2.8;8.2;C;0.0;0.805;0.195;0.458;0.022;0.425;0.017;0.089;0.5;0.117;1.608;0.51;0.394;14.5
213;Haywood Highsmith;26.5;60.0;18.5;19.3;2.0;4.5;0.4;1.0;2.4;0.4;1.1;2.0;0.5;0.5;0.2;0.5;0.6;1.0;2.3;3.4;1.0;0.8;0.4;0.6;1.6;5.2;SF;0.577;0.423;0.038;0.269;0.052;0.176;0.041;0.021;1.667;0.055;1.156;0.111;0.276;7.3
214;Herbert Jones;24.0;73.3;70.3;30.0;3.7;7.6;0.5;1.0;2.8;0.4;2.6;4.8;0.5;0.5;1.8;2.2;0.8;1.3;2.6;3.8;2.4;1.6;0.7;1.3;3.1;10.1;PF;0.297;0.515;0.178;0.337;0.08;0.127;0.053;0.023;1.846;0.053;1.329;0.289;0.329;13.1
215;Ibou Badji;21.0;22.0;1.0;10.3;0.6;1.0;0.6;0.0;0.0;0.0;0.6;1.0;0.6;0.6;0.3;0.5;0.5;0.9;1.4;2.3;0.6;0.1;0.9;0.7;2.1;1.5;C;0.0;0.8;0.2;0.146;0.058;0.223;0.01;0.087;0.857;0.105;1.5;0.5;0.186;4.1
216;Ignas Brazdeikis;23.0;42.0;1.0;12.8;1.9;4.5;0.4;0.6;2.1;0.3;1.3;2.4;0.5;0.5;0.5;0.8;0.7;0.5;1.2;1.7;0.9;0.2;0.1;0.4;1.1;5.0;SF;0.36;0.52;0.1;0.391;0.07;0.133;0.016;0.008;2.25;0.04;1.111;0.178;0.41;4.6
217;Immanuel Quickley;23.4;59.0;20.0;27.7;5.2;12.0;0.4;2.3;5.9;0.4;2.9;6.1;0.5;0.5;2.8;3.3;0.9;0.4;3.3;3.7;4.2;0.8;0.1;1.4;1.9;15.4;PG;0.448;0.377;0.182;0.556;0.152;0.134;0.029;0.004;3.0;0.063;1.283;0.275;0.536;15.5
218;Isaac Okoro;22.0;70.7;49.7;26.2;2.9;6.0;0.5;0.9;2.6;0.4;2.0;3.4;0.6;0.6;1.4;1.9;0.7;0.9;1.9;2.8;1.6;0.8;0.4;0.8;2.2;8.2;SF;0.329;0.488;0.171;0.313;0.061;0.107;0.031;0.015;2.0;0.04;1.367;0.317;0.291;9.4
219;Isaiah Hartenstein;24.0;75.0;19.0;21.0;2.9;4.8;0.6;0.1;0.3;0.3;2.8;4.4;0.6;0.6;1.1;1.6;0.7;2.5;4.1;6.6;2.0;0.8;1.0;1.1;2.6;7.0;C;0.043;0.8;0.157;0.333;0.095;0.314;0.038;0.048;1.818;0.088;1.458;0.333;0.314;13.9
220;Isaiah Jackson;21.0;52.7;10.0;14.9;2.9;4.9;0.6;0.0;0.2;0.2;2.8;4.7;0.6;0.6;1.5;2.1;0.7;1.7;2.5;4.2;0.6;0.6;1.3;0.9;2.4;7.3;PF;0.0;0.767;0.205;0.49;0.04;0.282;0.04;0.087;0.667;0.08;1.49;0.429;0.451;10.5
221;Isaiah Joe;23.0;68.7;4.0;16.2;2.3;5.5;0.4;1.6;4.1;0.4;0.7;1.4;0.5;0.6;0.7;0.9;0.9;0.3;1.6;1.9;1.0;0.5;0.2;0.5;1.1;7.1;SG;0.676;0.197;0.099;0.438;0.062;0.117;0.031;0.012;2.0;0.028;1.291;0.164;0.395;6.8
222;Isaiah Livers;24.5;37.5;14.0;21.8;2.0;5.2;0.4;1.2;3.6;0.3;0.8;1.6;0.5;0.5;0.6;0.8;0.7;0.6;1.8;2.4;1.0;0.6;0.4;0.6;2.0;5.8;PF;0.621;0.276;0.103;0.266;0.046;0.11;0.028;0.018;1.667;0.064;1.115;0.154;0.282;6.2
223;Isaiah Roby;23.5;43.5;15.0;16.2;2.7;5.4;0.5;0.7;1.8;0.4;2.0;3.6;0.5;0.5;1.1;1.8;0.6;1.1;2.6;3.6;1.2;0.6;0.5;0.8;1.8;7.1;PF;0.296;0.563;0.155;0.438;0.074;0.222;0.037;0.031;1.5;0.085;1.315;0.333;0.432;8.9
224;Isaiah Stewart;21.0;55.7;54.3;28.3;3.8;8.0;0.5;1.0;2.8;0.3;2.8;5.2;0.5;0.5;1.5;2.1;0.7;2.4;5.4;7.8;1.4;0.4;0.9;1.3;2.6;10.2;C;0.294;0.549;0.147;0.36;0.049;0.276;0.014;0.032;1.077;0.14;1.275;0.262;0.361;14.6
225;Isaiah Thomas;32.0;22.0;1.0;15.1;3.0;7.6;0.4;1.3;3.8;0.3;1.8;3.8;0.5;0.5;1.0;1.2;0.8;0.2;1.1;1.3;1.5;0.3;0.2;0.7;1.5;8.4;PG;0.464;0.429;0.119;0.556;0.099;0.086;0.02;0.013;2.143;0.059;1.105;0.158;0.585;6.2
226;Ish Smith;33.6;43.2;1.4;15.9;2.3;5.4;0.4;0.3;0.7;0.4;2.1;4.7;0.4;0.4;0.1;0.3;0.6;0.3;1.6;2.0;3.5;0.6;0.3;1.2;1.1;5.0;PG;0.18;0.84;0.02;0.314;0.22;0.126;0.038;0.019;2.917;0.044;0.926;0.056;0.423;6.8
227;Ish Wainright;27.5;52.5;1.0;11.6;1.2;3.0;0.4;0.7;2.1;0.3;0.5;1.0;0.5;0.5;0.3;0.4;0.7;0.7;1.1;1.8;0.6;0.5;0.2;0.4;1.6;3.3;PF;0.636;0.303;0.091;0.284;0.052;0.155;0.043;0.017;1.5;0.034;1.1;0.133;0.308;4.1
228;Ivica Zubac;25.0;73.3;73.3;26.5;4.5;7.0;0.6;0.0;0.0;0.0;4.5;6.9;0.6;0.6;2.1;2.8;0.7;3.0;6.2;9.2;1.3;0.4;1.2;1.4;2.7;10.9;C;0.0;0.826;0.193;0.411;0.049;0.347;0.015;0.045;0.929;0.126;1.557;0.4;0.363;18.4
