ID;Player;Age;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Pos;3P Dependency;2P Dependency;FT Dependency;PTS/MP;AST/MP;TRB/MP;STL/MP;BLK/MP;AST/TOV;Rebound Ratio;PTS/FGA;FT Rate;Usage Rate;PIE
71;Caleb Houstan;20.5;55.0;8.5;14.8;1.4;3.6;0.4;1.0;3.0;0.4;0.2;0.6;0.5;0.5;0.4;0.4;0.8;0.6;1.1;1.6;0.6;0.2;0.1;0.4;1.1;4.0;SF;0.75;0.1;0.1;0.27;0.041;0.108;0.014;0.007;1.5;0.031;1.111;0.111;0.282;4.0
72;Caleb Martin;27.0;65.0;28.0;26.5;3.6;7.7;0.5;1.2;3.2;0.4;2.4;4.6;0.5;0.5;1.2;1.6;0.8;1.2;3.2;4.3;1.6;0.9;0.5;1.1;1.9;9.6;SF;0.375;0.5;0.125;0.362;0.06;0.162;0.034;0.019;1.455;0.068;1.247;0.208;0.359;11.4
73;Cam Reddish;22.8;35.2;13.3;23.2;3.3;7.8;0.4;1.2;3.6;0.3;2.1;4.2;0.5;0.5;1.7;1.9;0.9;0.5;1.7;2.2;1.2;1.0;0.3;1.1;1.5;9.4;SF;0.383;0.447;0.181;0.405;0.052;0.095;0.043;0.013;1.091;0.062;1.205;0.244;0.42;8.3
74;Cam Thomas;21.0;63.3;19.0;21.9;4.9;11.2;0.4;1.3;3.6;0.3;3.7;7.5;0.5;0.5;2.7;3.3;0.9;0.2;2.2;2.4;1.8;0.5;0.1;1.3;1.4;13.9;SG;0.281;0.532;0.194;0.635;0.082;0.11;0.023;0.005;1.385;0.038;1.241;0.295;0.637;10.5
75;Cam Whitmore;19.0;47.0;2.0;18.7;4.5;9.9;0.5;1.7;4.7;0.4;2.8;5.3;0.5;0.5;1.6;2.4;0.7;0.9;2.9;3.8;0.7;0.6;0.4;1.0;1.4;12.3;SF;0.415;0.455;0.13;0.658;0.037;0.203;0.032;0.021;0.7;0.081;1.242;0.242;0.639;10.6
76;Cameron Johnson;26.0;47.8;32.2;28.3;5.0;10.8;0.5;2.4;6.1;0.4;2.6;4.7;0.5;0.6;2.1;2.5;0.8;0.8;3.6;4.4;2.0;1.1;0.3;0.9;1.9;14.5;PF;0.497;0.359;0.145;0.512;0.071;0.155;0.039;0.011;2.222;0.092;1.343;0.231;0.452;15.2
77;Cameron Payne;28.4;52.4;9.4;18.6;3.3;7.8;0.4;1.3;3.6;0.4;1.9;4.1;0.5;0.5;0.9;1.1;0.8;0.3;1.7;2.0;3.5;0.6;0.2;1.2;1.8;8.8;PG;0.443;0.432;0.102;0.473;0.188;0.108;0.032;0.011;2.917;0.038;1.128;0.141;0.51;9.2
78;Caris LeVert;27.8;59.8;32.0;30.2;5.8;13.2;0.4;1.6;4.6;0.3;4.2;8.6;0.5;0.5;2.3;3.1;0.8;0.7;3.2;3.8;4.4;1.0;0.4;1.8;2.2;15.4;SG;0.312;0.545;0.149;0.51;0.146;0.126;0.033;0.013;2.444;0.065;1.167;0.235;0.542;15.1
79;Carmelo Anthony;37.0;69.0;3.0;26.0;4.6;10.5;0.4;2.2;5.8;0.4;2.5;4.7;0.5;0.5;1.9;2.3;0.8;0.9;3.3;4.2;1.0;0.7;0.8;0.9;2.4;13.3;PF;0.496;0.376;0.143;0.512;0.038;0.162;0.027;0.031;1.111;0.061;1.267;0.219;0.477;12.8
80;Cason Wallace;20.0;82.0;13.0;20.6;2.6;5.4;0.5;1.2;2.9;0.4;1.5;2.5;0.6;0.6;0.4;0.5;0.8;0.6;1.6;2.3;1.5;0.9;0.5;0.5;1.6;6.8;SG;0.529;0.441;0.059;0.33;0.073;0.112;0.044;0.024;3.0;0.027;1.259;0.093;0.297;8.5
81;Cedi Osman;27.0;71.7;2.7;20.0;3.1;7.0;0.5;1.5;4.2;0.4;1.6;2.8;0.6;0.6;0.9;1.4;0.7;0.3;2.0;2.3;1.7;0.6;0.2;0.8;1.7;8.7;SF;0.517;0.368;0.103;0.435;0.085;0.115;0.03;0.01;2.125;0.032;1.243;0.2;0.421;8.3
82;Charles Bassey;21.5;29.0;1.0;10.9;1.9;3.0;0.6;0.0;0.2;0.2;1.8;2.8;0.7;0.6;0.5;0.8;0.7;1.6;2.6;4.1;0.8;0.4;0.8;0.8;1.8;4.4;PF;0.0;0.818;0.114;0.404;0.073;0.376;0.037;0.073;1.0;0.145;1.467;0.267;0.381;8.4
83;Charlie Brown Jr.;24.0;22.0;2.0;8.0;0.5;1.8;0.3;0.0;0.5;0.1;0.4;1.2;0.3;0.3;0.4;0.5;0.9;0.6;0.8;1.5;0.3;0.5;0.2;0.2;0.8;1.4;SG;0.0;0.571;0.286;0.175;0.038;0.188;0.062;0.025;1.5;0.064;0.778;0.278;0.278;2.2
84;Chet Holmgren;21.0;82.0;82.0;29.4;6.2;11.6;0.5;1.6;4.3;0.4;4.6;7.4;0.6;0.6;2.7;3.4;0.8;1.6;6.3;7.9;2.4;0.6;2.3;1.6;2.4;16.5;C;0.291;0.558;0.164;0.561;0.082;0.269;0.02;0.078;1.5;0.096;1.422;0.293;0.5;22.0
85;Chimezie Metu;25.2;53.5;9.2;15.2;2.4;4.8;0.5;0.5;1.7;0.3;1.9;3.0;0.6;0.6;1.0;1.3;0.8;0.7;3.2;3.8;0.8;0.6;0.3;0.8;1.3;6.3;C;0.238;0.603;0.159;0.414;0.053;0.25;0.039;0.02;1.0;0.073;1.312;0.271;0.406;8.4
86;Chris Boucher;30.0;68.7;3.0;18.4;3.0;6.2;0.5;0.8;2.4;0.3;2.2;3.8;0.6;0.6;1.7;2.1;0.8;1.8;3.4;5.3;0.4;0.5;0.7;0.5;1.8;8.4;PF;0.286;0.524;0.202;0.457;0.022;0.288;0.027;0.038;0.8;0.076;1.355;0.339;0.414;11.1
87;Chris Chiozza;26.0;34.0;1.0;10.9;0.7;2.4;0.3;0.5;1.6;0.3;0.2;0.8;0.2;0.4;0.1;0.1;0.7;0.3;0.8;1.1;1.9;0.4;0.0;0.9;0.9;2.0;PG;0.75;0.2;0.05;0.183;0.174;0.101;0.037;0.0;2.111;0.032;0.833;0.042;0.307;2.8
88;Chris Duarte;25.0;53.3;20.7;19.9;3.0;7.4;0.4;1.2;3.5;0.3;1.8;3.9;0.4;0.5;1.1;1.4;0.8;0.5;2.3;2.8;1.4;0.7;0.2;1.0;1.5;8.3;SG;0.434;0.434;0.133;0.417;0.07;0.141;0.035;0.01;1.4;0.053;1.122;0.189;0.453;7.7
89;Chris Livingston;20.0;21.0;0.0;4.3;0.5;1.0;0.5;0.0;0.2;0.2;0.5;0.8;0.6;0.5;0.1;0.2;0.8;0.1;0.9;1.0;0.2;0.1;0.0;0.2;0.7;1.2;SF;0.0;0.833;0.083;0.279;0.047;0.233;0.023;0.0;1.0;0.048;1.2;0.2;0.3;1.7
90;Chris Paul;37.0;60.7;47.3;30.4;4.7;10.2;0.5;1.3;3.7;0.4;3.4;6.5;0.5;0.5;1.9;2.2;0.8;0.4;3.8;4.2;8.8;1.5;0.3;1.9;2.0;12.6;PG;0.31;0.54;0.151;0.414;0.289;0.138;0.049;0.01;4.632;0.069;1.235;0.216;0.43;19.7
91;Christian Braun;21.5;79.0;5.0;17.8;2.3;4.8;0.5;0.6;1.6;0.4;1.6;3.2;0.5;0.5;0.8;1.2;0.7;0.8;2.3;3.0;1.2;0.5;0.3;0.6;1.5;6.0;SG;0.3;0.533;0.133;0.337;0.067;0.169;0.028;0.017;2.0;0.039;1.25;0.25;0.333;7.6
92;Christian Koloko;22.0;58.0;19.0;13.8;1.2;2.6;0.5;0.0;0.2;0.1;1.2;2.4;0.5;0.5;0.6;1.0;0.6;1.4;1.5;2.9;0.5;0.4;1.0;0.3;2.2;3.1;C;0.0;0.774;0.194;0.225;0.036;0.21;0.029;0.072;1.667;0.05;1.192;0.385;0.242;5.8
93;Christian Wood;27.0;61.7;28.3;24.7;5.0;9.9;0.5;1.4;3.8;0.4;3.5;6.1;0.6;0.6;2.5;3.7;0.7;1.2;6.3;7.5;1.7;0.5;0.9;1.6;2.1;13.8;C;0.304;0.507;0.181;0.559;0.069;0.304;0.02;0.036;1.062;0.122;1.394;0.374;0.531;16.7
94;Chuma Okeke;24.0;48.0;12.0;17.8;1.9;5.0;0.4;1.1;3.4;0.3;0.8;1.6;0.5;0.5;0.5;0.6;0.7;0.7;2.7;3.4;1.2;0.8;0.4;0.6;1.1;5.2;PF;0.635;0.308;0.096;0.292;0.067;0.191;0.045;0.022;2.0;0.071;1.04;0.12;0.329;7.2
95;Clint Capela;28.0;70.7;69.7;26.7;5.1;8.3;0.6;0.0;0.0;0.0;5.1;8.3;0.6;0.6;1.4;2.4;0.6;4.1;7.1;11.2;1.1;0.7;1.3;0.8;2.2;11.5;C;0.0;0.887;0.122;0.431;0.041;0.419;0.026;0.049;1.375;0.158;1.386;0.289;0.38;20.8
96;Coby White;22.0;71.3;32.3;29.1;5.0;11.3;0.4;2.2;5.8;0.4;2.8;5.5;0.5;0.5;1.6;1.9;0.9;0.4;3.1;3.5;3.6;0.6;0.2;1.4;2.1;13.8;PG;0.478;0.406;0.116;0.474;0.124;0.12;0.021;0.007;2.571;0.049;1.221;0.168;0.465;13.7
97;Cody Martin;27.0;49.5;16.5;26.6;2.9;6.8;0.4;1.0;2.7;0.3;2.0;4.2;0.5;0.5;0.9;1.4;0.7;1.0;3.0;4.0;3.1;1.2;0.6;1.2;1.6;7.6;SF;0.395;0.526;0.118;0.286;0.117;0.15;0.045;0.023;2.583;0.081;1.118;0.206;0.324;10.9
98;Cody Zeller;30.0;35.0;0.0;10.2;1.2;2.3;0.5;0.0;0.1;0.2;1.2;2.3;0.5;0.5;1.0;1.4;0.7;1.5;2.2;3.6;0.8;0.2;0.2;0.6;1.6;3.5;C;0.0;0.686;0.286;0.343;0.078;0.353;0.02;0.02;1.333;0.106;1.522;0.609;0.345;6.3
99;Colby Jones;21.0;30.0;0.0;6.4;0.9;2.4;0.4;0.1;0.7;0.1;0.9;1.6;0.5;0.4;0.2;0.4;0.5;0.6;0.8;1.3;0.7;0.2;0.2;0.3;1.0;2.1;SG;0.143;0.857;0.095;0.328;0.109;0.203;0.031;0.031;2.333;0.047;0.875;0.167;0.449;2.6
100;Cole Anthony;22.0;68.7;23.0;26.7;4.7;11.2;0.4;1.5;4.3;0.3;3.3;6.9;0.5;0.5;2.7;3.1;0.9;0.7;4.0;4.7;4.2;0.7;0.4;1.9;2.5;13.6;PG;0.331;0.485;0.199;0.509;0.157;0.176;0.026;0.015;2.211;0.068;1.214;0.277;0.542;14.8
101;Collin Gillespie;24.0;24.0;0.0;9.4;1.3;2.9;0.5;0.6;1.6;0.4;0.7;1.3;0.5;0.6;0.3;0.5;0.7;0.0;0.8;0.9;1.1;0.5;0.0;0.6;1.0;3.6;PG;0.5;0.389;0.083;0.383;0.117;0.096;0.053;0.0;1.833;0.033;1.241;0.172;0.396;3.6
102;Collin Sexton;24.5;63.0;33.0;25.2;5.7;11.6;0.5;1.3;3.4;0.4;4.4;8.2;0.5;0.6;3.8;4.4;0.8;0.8;1.5;2.4;3.9;0.7;0.2;2.0;2.2;16.5;SG;0.236;0.533;0.23;0.655;0.155;0.095;0.028;0.008;1.95;0.037;1.422;0.379;0.617;15.1
103;Corey Kispert;23.0;77.0;34.3;25.8;3.9;8.2;0.5;2.0;5.1;0.4;1.9;3.0;0.6;0.6;1.0;1.3;0.8;0.5;2.3;2.8;1.4;0.5;0.2;0.8;1.4;10.9;SF;0.55;0.349;0.092;0.422;0.054;0.109;0.019;0.008;1.75;0.036;1.329;0.159;0.371;10.4
104;Cory Joseph;31.0;51.0;13.7;18.6;2.0;4.8;0.4;0.9;2.3;0.4;1.1;2.4;0.5;0.5;0.9;1.1;0.7;0.3;1.5;1.9;2.9;0.4;0.2;0.9;1.6;5.8;PG;0.466;0.379;0.155;0.312;0.156;0.102;0.022;0.011;3.222;0.035;1.208;0.229;0.332;7.2
105;Craig Porter Jr.;23.0;51.0;6.0;12.7;2.3;4.5;0.5;0.2;0.7;0.4;2.0;3.8;0.5;0.5;0.8;1.1;0.7;0.4;1.7;2.1;2.3;0.4;0.3;0.9;0.8;5.6;PG;0.107;0.714;0.143;0.441;0.181;0.165;0.031;0.024;2.556;0.041;1.244;0.244;0.463;7.3
106;D'Angelo Russell;26.0;66.5;64.8;32.5;6.3;14.0;0.5;2.8;7.3;0.4;3.5;6.7;0.5;0.6;2.6;3.1;0.8;0.4;2.6;3.1;6.4;1.0;0.4;2.5;2.1;18.0;PG;0.467;0.389;0.144;0.554;0.197;0.095;0.031;0.012;2.56;0.045;1.286;0.221;0.55;18.1
107;D.J. Augustin;34.0;36.7;1.3;16.3;1.7;4.0;0.4;1.2;3.0;0.4;0.5;1.1;0.5;0.6;0.6;0.7;0.9;0.2;1.0;1.2;1.9;0.3;0.0;0.9;0.7;5.3;PG;0.679;0.189;0.113;0.325;0.117;0.074;0.018;0.0;2.111;0.033;1.325;0.175;0.32;5.4
108;Daishen Nix;19.5;40.5;3.5;13.4;1.2;3.5;0.4;0.5;1.8;0.3;0.8;1.7;0.5;0.4;0.6;1.0;0.6;0.3;1.2;1.5;2.0;0.6;0.0;1.3;1.0;3.6;SG;0.417;0.444;0.167;0.269;0.149;0.112;0.045;0.0;1.538;0.037;1.029;0.286;0.391;3.7
109;Dalano Banton;23.4;40.6;4.2;15.1;2.7;6.8;0.4;0.8;2.6;0.3;2.0;4.2;0.5;0.4;1.2;1.6;0.7;0.7;1.9;2.6;1.9;0.5;0.3;1.1;1.1;7.4;SF;0.324;0.541;0.162;0.49;0.126;0.172;0.033;0.02;1.727;0.064;1.088;0.235;0.57;7.1
110;Dalen Terry;20.5;48.5;1.0;8.6;1.0;2.3;0.4;0.2;1.0;0.2;0.8;1.3;0.6;0.5;0.4;0.6;0.6;0.4;1.0;1.4;1.0;0.4;0.2;0.4;1.0;2.7;SG;0.222;0.593;0.148;0.314;0.116;0.163;0.047;0.023;2.5;0.029;1.174;0.261;0.345;3.8
111;Damian Jones;27.0;39.5;4.2;11.2;1.6;2.6;0.6;0.1;0.4;0.3;1.5;2.2;0.7;0.6;0.8;1.1;0.8;0.9;2.0;2.9;0.6;0.2;0.5;0.6;1.3;4.2;C;0.071;0.714;0.19;0.375;0.054;0.259;0.018;0.045;1.0;0.073;1.615;0.423;0.329;6.5
112;Damian Lillard;32.0;53.3;53.3;36.0;8.2;19.1;0.4;3.5;9.9;0.3;4.8;9.2;0.5;0.5;6.9;7.6;0.9;0.6;3.9;4.4;7.2;0.8;0.3;2.9;1.7;26.8;PG;0.392;0.358;0.257;0.744;0.2;0.122;0.022;0.008;2.483;0.084;1.403;0.398;0.704;25.1
113;Damion Lee;29.5;68.5;5.0;20.2;2.7;6.1;0.4;1.2;3.2;0.4;1.4;3.0;0.5;0.5;1.2;1.3;0.9;0.4;2.6;3.1;1.2;0.5;0.1;0.8;1.6;7.8;SG;0.462;0.359;0.154;0.386;0.059;0.153;0.025;0.005;1.5;0.044;1.279;0.213;0.37;8.3
114;Daniel Gafford;24.4;59.6;46.4;22.6;4.4;6.0;0.7;0.0;0.0;0.0;4.4;6.0;0.7;0.7;1.6;2.3;0.7;2.4;4.4;6.8;1.3;0.7;1.8;1.0;2.8;10.3;C;0.0;0.854;0.155;0.456;0.058;0.301;0.031;0.08;1.3;0.114;1.717;0.383;0.355;17.6
115;Daniel Theis;29.8;42.6;12.0;19.2;3.0;5.6;0.5;0.6;1.8;0.3;2.4;3.8;0.6;0.6;0.8;1.2;0.7;1.3;3.2;4.6;0.9;0.4;0.8;0.9;2.3;7.4;C;0.243;0.649;0.108;0.385;0.047;0.24;0.021;0.042;1.0;0.106;1.321;0.214;0.366;10.1
116;Danilo Gallinari;34.3;47.0;6.0;17.7;2.6;6.0;0.4;1.0;3.0;0.3;1.6;3.1;0.5;0.5;1.9;2.2;0.9;0.5;2.8;3.3;1.3;0.3;0.1;0.5;1.1;8.1;PF;0.37;0.395;0.235;0.458;0.073;0.186;0.017;0.006;2.6;0.07;1.35;0.367;0.422;8.9
117;Danny Green;34.0;62.0;28.0;21.8;2.0;5.2;0.4;1.7;4.4;0.4;0.4;0.8;0.5;0.6;0.2;0.2;0.8;0.5;2.0;2.5;1.0;1.0;0.6;0.7;1.7;5.9;SF;0.864;0.136;0.034;0.271;0.046;0.115;0.046;0.028;1.429;0.04;1.135;0.038;0.275;7.1
118;Dante Exum;28.0;55.0;17.0;19.8;2.9;5.5;0.5;1.0;2.0;0.5;2.0;3.5;0.6;0.6;1.0;1.2;0.8;0.5;2.3;2.7;2.9;0.4;0.1;0.9;1.5;7.8;PG;0.385;0.513;0.128;0.394;0.146;0.136;0.02;0.005;3.222;0.051;1.418;0.218;0.35;10.3
119;Danuel House Jr.;28.8;39.2;5.5;16.6;1.8;4.0;0.4;0.9;2.4;0.4;0.9;1.7;0.5;0.5;1.0;1.4;0.7;0.4;1.8;2.2;0.9;0.4;0.3;0.6;1.3;5.4;SF;0.5;0.333;0.185;0.325;0.054;0.133;0.024;0.018;1.5;0.056;1.35;0.35;0.314;6.0
120;Dario ari?;28.2;44.5;8.2;14.8;2.4;5.2;0.5;0.9;2.3;0.4;1.5;2.8;0.5;0.6;1.2;1.4;0.8;1.0;2.8;3.8;1.5;0.4;0.1;1.0;1.7;6.9;PF;0.391;0.435;0.174;0.466;0.101;0.257;0.027;0.007;1.5;0.085;1.327;0.269;0.461;8.7
121;Darius Bazley;21.7;49.3;18.3;19.2;2.6;6.0;0.4;0.7;2.1;0.4;1.9;3.9;0.5;0.5;1.2;2.0;0.6;0.9;3.4;4.3;1.1;0.6;0.9;0.8;1.0;7.1;PF;0.296;0.535;0.169;0.37;0.057;0.224;0.031;0.047;1.375;0.087;1.183;0.333;0.4;9.0
122;Darius Garland;23.0;64.7;64.7;34.9;7.4;16.2;0.5;2.4;6.3;0.4;4.9;9.8;0.5;0.5;3.3;3.8;0.9;0.5;2.4;2.9;7.6;1.3;0.1;3.2;1.8;20.4;PG;0.353;0.48;0.162;0.585;0.218;0.083;0.037;0.003;2.375;0.045;1.259;0.235;0.604;19.8
123;David Duke Jr.;22.5;22.5;3.5;12.7;1.7;4.2;0.4;0.2;1.1;0.2;1.4;3.0;0.5;0.4;0.6;0.8;0.8;1.0;1.2;2.2;0.8;0.5;0.2;0.6;1.5;4.2;PG;0.143;0.667;0.143;0.331;0.063;0.173;0.039;0.016;1.333;0.098;1.0;0.19;0.406;4.6
124;David Nwaba;29.0;46.0;4.0;13.2;1.8;3.8;0.5;0.3;1.1;0.3;1.5;2.8;0.6;0.5;1.0;1.5;0.7;0.9;2.4;3.3;0.8;0.6;0.4;0.5;1.2;5.1;SF;0.176;0.588;0.196;0.386;0.061;0.25;0.045;0.03;1.6;0.072;1.342;0.395;0.376;7.2
125;David Roddy;21.7;61.0;10.0;19.8;2.8;6.8;0.4;0.9;2.9;0.3;1.9;3.9;0.5;0.5;0.8;1.1;0.7;0.9;2.5;3.4;1.2;0.4;0.2;0.9;1.3;7.2;PF;0.375;0.528;0.111;0.364;0.061;0.172;0.02;0.01;1.333;0.056;1.059;0.162;0.413;7.2
126;Davion Mitchell;24.0;75.7;10.7;20.4;3.0;6.9;0.4;1.0;3.0;0.3;2.0;3.9;0.5;0.5;0.5;0.7;0.7;0.3;1.3;1.6;2.8;0.5;0.2;1.0;1.5;7.5;PG;0.4;0.533;0.067;0.368;0.137;0.078;0.025;0.01;2.8;0.021;1.087;0.101;0.402;7.5
127;Davis Bertans;29.8;38.0;0.5;15.1;2.0;5.2;0.4;1.6;4.4;0.4;0.4;0.8;0.5;0.5;0.6;0.6;0.9;0.2;1.6;1.8;0.7;0.4;0.2;0.4;1.4;6.1;PF;0.787;0.131;0.098;0.404;0.046;0.119;0.026;0.013;1.75;0.047;1.173;0.115;0.388;5.6
128;Davon Reed;26.7;42.0;2.3;10.3;1.0;2.6;0.4;0.6;1.4;0.4;0.5;1.2;0.4;0.5;0.3;0.5;0.7;0.3;1.5;1.8;0.7;0.4;0.1;0.5;1.1;2.9;SG;0.621;0.345;0.103;0.282;0.068;0.175;0.039;0.01;1.4;0.043;1.115;0.192;0.322;3.6
129;Day'Ron Sharpe;21.0;47.0;4.0;12.9;2.5;4.4;0.6;0.1;0.2;0.4;2.4;4.1;0.6;0.6;0.9;1.5;0.6;2.4;2.8;5.2;0.9;0.3;0.6;1.0;2.0;5.9;PF;0.051;0.814;0.153;0.457;0.07;0.403;0.023;0.047;0.9;0.111;1.341;0.341;0.47;9.4
130;De'Aaron Fox;25.0;68.7;68.7;34.9;9.2;19.2;0.5;1.9;5.7;0.3;7.3;13.5;0.5;0.5;4.4;5.9;0.8;0.6;3.6;4.2;5.8;1.4;0.4;2.6;2.6;24.9;PG;0.229;0.586;0.177;0.713;0.166;0.12;0.04;0.011;2.231;0.061;1.297;0.307;0.699;22.6
131;De'Andre Hunter;25.0;59.0;52.0;30.3;5.3;11.6;0.5;1.7;4.4;0.4;3.6;7.2;0.5;0.5;2.6;3.2;0.8;0.6;3.3;3.8;1.4;0.6;0.3;1.3;2.8;14.8;SF;0.345;0.486;0.176;0.488;0.046;0.125;0.02;0.01;1.077;0.066;1.276;0.276;0.472;12.8
132;De'Anthony Melton;24.0;62.7;35.3;25.8;3.7;9.2;0.4;2.0;5.3;0.4;1.7;3.8;0.4;0.5;1.3;1.6;0.8;0.8;3.3;4.1;2.8;1.5;0.5;1.3;2.2;10.7;SG;0.561;0.318;0.121;0.415;0.109;0.159;0.058;0.019;2.154;0.065;1.163;0.174;0.434;12.5
133;DeAndre Jordan;33.8;38.8;12.2;13.0;1.9;2.8;0.7;0.0;0.0;0.2;1.9;2.8;0.7;0.7;0.6;1.1;0.5;1.5;3.6;5.1;0.6;0.3;0.6;0.8;1.6;4.4;C;0.0;0.864;0.136;0.338;0.046;0.392;0.023;0.046;0.75;0.131;1.571;0.393;0.314;8.8
134;DeAndre' Bembry;27.0;52.0;20.0;19.0;2.4;4.2;0.6;0.3;0.7;0.4;2.0;3.5;0.6;0.6;0.4;0.6;0.6;0.8;2.3;3.0;1.2;1.0;0.4;0.6;2.1;5.4;SF;0.167;0.741;0.074;0.284;0.063;0.158;0.053;0.021;2.0;0.06;1.286;0.143;0.267;8.5
135;DeMar DeRozan;33.0;76.3;76.3;36.7;9.1;18.3;0.5;0.7;2.2;0.3;8.4;16.1;0.5;0.5;6.5;7.5;0.9;0.6;4.1;4.7;5.1;1.0;0.5;2.1;2.3;25.5;PF;0.082;0.659;0.255;0.695;0.139;0.128;0.027;0.014;2.429;0.062;1.393;0.41;0.646;24.5
136;DeMarcus Cousins;31.0;39.5;4.5;14.4;3.0;6.7;0.5;0.8;2.4;0.3;2.3;4.2;0.5;0.5;2.0;2.7;0.7;1.6;4.0;5.6;1.6;0.6;0.4;2.0;3.0;9.0;C;0.267;0.511;0.222;0.625;0.111;0.389;0.042;0.028;0.8;0.142;1.343;0.403;0.687;10.8
137;Dean Wade;26.0;49.7;24.3;20.0;1.8;4.2;0.4;1.2;3.1;0.4;0.6;1.1;0.6;0.6;0.4;0.5;0.7;0.6;2.9;3.4;0.9;0.6;0.4;0.4;1.8;5.1;PF;0.706;0.235;0.078;0.255;0.045;0.17;0.03;0.02;2.25;0.07;1.214;0.119;0.241;7.6
138;Deandre Ayton;24.0;60.0;60.0;30.8;7.7;12.9;0.6;0.1;0.3;0.3;7.6;12.7;0.6;0.6;1.8;2.3;0.8;2.8;7.7;10.4;1.6;0.8;0.8;1.7;2.4;17.3;C;0.017;0.879;0.104;0.562;0.052;0.338;0.026;0.026;0.941;0.175;1.341;0.178;0.507;23.6
139;Dejounte Murray;26.0;73.3;73.3;35.6;8.4;18.3;0.5;1.9;5.5;0.3;6.5;12.7;0.5;0.5;2.6;3.2;0.8;0.9;5.4;6.3;7.2;1.6;0.3;2.5;1.7;21.4;PG;0.266;0.607;0.121;0.601;0.202;0.177;0.045;0.008;2.88;0.086;1.169;0.175;0.624;23.8
140;Delon Wright;30.2;51.8;5.8;18.2;1.9;4.2;0.4;0.6;1.6;0.4;1.2;2.6;0.5;0.5;0.8;1.0;0.8;0.6;1.8;2.5;2.8;1.3;0.2;0.5;0.8;5.1;SG;0.353;0.471;0.157;0.28;0.154;0.137;0.071;0.011;5.6;0.046;1.214;0.238;0.282;8.8
141;Deni Avdija;22.0;77.7;41.0;27.0;3.9;8.5;0.5;1.0;3.1;0.3;2.9;5.4;0.5;0.5;1.9;2.5;0.7;0.9;5.3;6.3;2.9;0.8;0.5;1.6;2.5;10.8;SF;0.278;0.537;0.176;0.4;0.107;0.233;0.03;0.019;1.812;0.08;1.271;0.294;0.415;14.4
142;Dennis Schröder;29.2;56.5;36.7;30.3;4.9;11.4;0.4;1.5;4.2;0.4;3.4;7.2;0.5;0.5;2.5;2.9;0.8;0.5;2.6;3.1;5.2;0.8;0.2;2.0;2.2;13.8;SG-PG;0.326;0.493;0.181;0.455;0.172;0.102;0.026;0.007;2.6;0.055;1.211;0.254;0.484;14.2
143;Dennis Smith Jr.;25.0;49.0;7.0;20.6;2.7;6.5;0.4;0.4;1.6;0.2;2.4;4.9;0.5;0.5;1.1;1.6;0.7;0.6;2.1;2.8;4.0;1.3;0.3;1.4;2.0;7.0;PG;0.171;0.686;0.157;0.34;0.194;0.136;0.063;0.015;2.857;0.055;1.077;0.246;0.418;9.6
144;Denzel Valentine;28.0;23.0;0.0;9.3;1.0;2.8;0.4;0.8;2.0;0.4;0.2;0.8;0.3;0.5;0.0;0.0;0.0;0.4;1.4;1.8;0.5;0.3;0.0;0.5;0.8;2.9;SG;0.828;0.138;0.0;0.312;0.054;0.194;0.032;0.0;1.0;0.078;1.036;0.0;0.355;3.2
145;Dereck Lively II;19.0;55.0;42.0;23.5;4.0;5.4;0.7;0.0;0.0;0.0;4.0;5.3;0.8;0.7;0.7;1.5;0.5;2.5;4.4;6.9;1.1;0.7;1.4;0.9;2.6;8.8;C;0.0;0.909;0.08;0.374;0.047;0.294;0.03;0.06;1.222;0.125;1.63;0.278;0.296;15.8
146;Derrick Favors;30.0;39.0;18.0;16.7;2.4;4.7;0.5;0.1;0.4;0.1;2.4;4.3;0.6;0.5;0.4;0.6;0.6;1.5;3.2;4.7;0.6;0.4;0.3;0.2;1.6;5.3;C;0.057;0.906;0.075;0.317;0.036;0.281;0.024;0.018;3.0;0.121;1.128;0.128;0.309;8.6
147;Derrick Jones Jr.;25.0;63.7;24.7;18.4;2.3;4.6;0.5;0.6;1.9;0.3;1.7;2.8;0.6;0.6;1.1;1.5;0.8;1.1;1.9;3.0;0.7;0.6;0.6;0.6;1.7;6.4;PF;0.281;0.531;0.172;0.348;0.038;0.163;0.033;0.033;1.167;0.047;1.391;0.326;0.318;8.0
148;Derrick Rose;34.0;25.7;3.7;17.9;3.4;7.8;0.4;0.9;2.5;0.4;2.5;5.3;0.5;0.5;0.9;0.9;0.9;0.5;1.7;2.1;3.0;0.5;0.3;1.2;0.7;8.5;PG;0.318;0.588;0.106;0.475;0.168;0.117;0.028;0.017;2.5;0.086;1.09;0.115;0.525;8.9
149;Derrick White;27.6;61.0;49.4;29.6;4.5;10.4;0.4;1.8;5.2;0.3;2.7;5.2;0.5;0.5;2.4;2.7;0.9;0.6;3.1;3.6;4.6;0.8;0.9;1.5;2.2;13.2;SG;0.409;0.409;0.182;0.446;0.155;0.122;0.027;0.03;3.067;0.061;1.269;0.26;0.442;15.5
