Age;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PTS;3P Dependency;2P Dependency;FT Dependency;PTS/MP;AST/MP;TRB/MP;STL/MP;BLK/MP;AST/TOV;Rebound Ratio;PTS/FGA;FT Rate;Usage Rate;PIE;Pos_C;Pos_PF;Pos_PG;Pos_SF;Pos_SG
-0.5266586621419967;-0.38893002315646147;-0.946508013010847;-1.1965393757007239;-0.8367228073360579;-0.7908529432020565;-0.7170580012847946;0.23950794402531947;0.07513553023072114;0.7855886095066691;-1.1238705827720195;-1.153400517629899;-0.3340795961324943;0.9916420342958066;-0.8849341527531334;-0.973367677709751;1.263310782875945;-0.9972423674018343;-1.0641760764264434;-1.1148470659847356;-0.8450115406061761;-1.2353615425128561;-1.0601369606628954;-1.1839168910145306;-0.7612882744609475;2.2524186366767003;-2.036170449336814;-1.6492542243006418;0.05002380754108676;-0.6981829675320237;-0.8541754097506388;-1.0547596031202642;-1.2042967859576588;1.2715906506964225;-1.22408663673214;-0.11743561360696031;-1.5138723302252508;-0.4021855416113373;-1.0001235185970796;False;False;False;False;True
-0.6413395446619211;-0.6211893646685406;-0.968105212917859;-1.5616303649523509;-0.927692220643767;-0.9455691306839321;-0.7170580012847946;-0.878058737280806;-0.7820244746679125;-0.17298819886106415;-0.7365753815363768;-0.8137952422417735;0.8189722670905163;-0.4143480800578729;-0.7347303510774574;-0.7892609729070298;-0.439902861894302;-0.8554832735184011;-1.1246258413245505;-1.1148470659847356;-0.9022169845118173;-1.2353615425128561;-0.8045191066747163;-1.0521524166875034;-0.9572891771780885;-0.3126590808741642;0.6075804155130788;-0.2679194791330794;0.11761749826774559;-0.5095355163423742;-0.2650517087787939;-0.34551963620165616;-0.3969768539727244;-0.254767052184418;-1.143986785308983;-0.8132972923879854;-0.5661431808042285;0.3266077867578771;-1.1407258784153669;False;False;False;False;True
-1.4441057223013916;-0.35575011722616445;-0.7089388140337151;-0.7584301885987718;-0.5183298607590753;-0.4372159432434838;-0.7170580012847946;-0.00884020737604169;-0.020104470313571553;-0.17298819886106415;-0.6259196097547647;-0.5668095874140459;-1.487131459355505;-0.4143480800578729;-0.7347303510774574;-0.8506298745079369;1.263310782875945;-0.8554832735184011;-0.9432765466302294;-0.9789138930108885;-0.8450115406061761;-0.660730528513807;-0.548901252686537;-0.7886234680334491;-0.5652873717438067;0.9053945838846265;-0.45208250782143844;-1.200320432121184;-0.12271562431592985;-0.9811541443164982;-0.9544517843841444;-0.168209644472004;-0.3969768539727244;-0.7895075227360704;-1.0371869834114402;-0.9653342978359407;-1.3423006738645482;-0.021225392691066356;-0.8907661276273003;False;False;False;True;False
0.2761075154974736;1.3696049911492802;2.1418915736918676;1.3225884501355016;1.1646042854335468;0.7784112441141097;0.47278549535261166;-0.13301428307672228;-0.11534447085786405;-0.17298819886106415;1.4765400540958666;1.162089996380047;0.8189722670905163;0.9916420342958066;0.8424095665171392;1.2359127799229024;-0.439902861894302;1.837939510266831;0.8097666354148738;1.1960168745706639;0.5279191131292118;0.2012159924847663;0.7291880172543587;0.5290212752368225;0.9863864414335587;-0.7998805467776806;0.8076188245099012;0.44001457776529646;0.5231796426276982;0.0186773469886444;0.2488647112179219;-0.7001396196609602;0.12201453087473334;0.1265361099005932;0.4313102926797688;0.9877564644570213;0.9289812531961773;0.1940999088725653;1.202646785222758;False;True;False;False;False
-0.04499895555831422;0.13531249054223124;-0.6484666542940815;-0.5515452946895166;-0.5183298607590753;-0.48142056823830537;-0.7170580012847946;-0.3813624344780836;-0.49630447303503455;0.7855886095066691;-0.45993595208234644;-0.3506971394397842;-0.3340795961324943;-0.4143480800578729;-0.4343227477261057;-0.4824164649024946;1.263310782875945;-0.7137241796349678;-0.8223770168340154;-0.8429807200370414;0.0702755618840826;-0.08609951451475814;-0.8045191066747163;-0.2615655707253404;-0.5162871460645214;0.04559199699606812;-0.02497347239579112;-0.07798595167253941;-0.30296546625368675;0.8487261322231024;-0.8541754097506388;0.6296853183114298;-0.8583025293926869;0.6349403260139413;-1.0104870329370548;-0.36303385317673414;-0.3373809723232919;-0.1537332705763777;-0.593938923566471;False;False;True;False;False
-0.6413395446619211;0.9515381764275381;0.6171292602568211;0.11778818560513263;-0.10896750087438346;-0.08357894328491115;-0.7170580012847946;0.4878560954266807;0.4084755321357454;0.7855886095066691;-0.34928018030073427;-0.3815703462932502;0.8189722670905163;-0.4143480800578729;-0.13391514437475402;-0.23694085849886654;0.4117039604908219;-0.28844689798466816;-0.21787936785294523;-0.25393697048370434;-0.5589843210779702;0.2012159924847663;-0.03766554471017861;-0.39333004505236757;-0.058951706391192814;0.6522304888563286;-0.6575273603046611;-0.043452583043350326;-0.04761152350853155;-0.8113714382458136;-0.4656044580458051;0.18641033898730003;-0.10864830683524791;-0.5891229780968003;-0.6633876767700416;0.2158762829520178;-0.28836049907737715;-0.28624114846168947;-0.18775432853586263;False;False;False;True;False
-0.41197777962207244;0.9714461199857161;-0.20356433620963457;-0.0890967083041225;-0.2454216208359475;-0.3488066932538407;0.47278549535261166;-0.25718835877740287;-0.40106447249074195;0.7855886095066691;-0.12796863673750986;-0.25807751887938646;0.8189722670905163;0.9916420342958066;-0.3592208468882678;-0.3596786617006806;0.4117039604908219;-0.004928710217801598;-0.45967842744537324;-0.29924802814165335;-0.5017788771723292;-0.08609951451475814;-0.548901252686537;-0.2615655707253404;-0.2876194262278571;-0.08337839103721545;0.3372582411930487;-0.3024528477622685;-0.31798628641516646;-0.6227239870561639;-0.3653280834122995;0.009100347257647858;-0.6276396916827056;-0.637215268810225;-0.7434875281931986;0.36206571126736;-0.22299986808282382;-0.5181299347609851;-0.3596016572026587;False;False;False;False;True
-0.18261601458222376;-1.2383356149720648;-0.9551468929736517;-1.3182363721179329;-1.0186616339514765;-1.0118760681761643;-0.7170580012847946;-0.6297105858794447;-0.5915444735793272;-0.17298819886106415;-0.9578869250996012;-1.0299076902160351;-0.3340795961324943;-0.4143480800578729;-0.8098322519152953;-0.8506298745079369;-1.2915096842794251;-0.7137241796349678;-0.9432765466302294;-0.9336028353529394;-0.8450115406061761;-1.5226770495123807;-0.8045191066747163;-0.9203879423604763;-0.9899559942976119;0.7334340665069147;-0.6088693689270557;-0.6995865869979425;-0.7310588408558589;-0.584994496818234;-0.16477533414528833;-1.7639995700388722;-0.5699739822552103;-0.4459911604973215;-0.6099877758212704;-0.5150708586246894;-0.7132046005419732;-0.7003282668532884;-1.1094809095668585;False;False;False;True;False
2.340363400856112;0.9515381764275381;1.4075867768534598;1.0426853583759208;0.11845603239488978;0.049034931699553724;0.47278549535261166;0.9845523982294033;0.6941955337686231;0.7855886095066691;-0.29395229440992815;-0.3815703462932502;0.8189722670905163;0.9916420342958066;-0.5845265494017816;-0.6665231697052157;0.4117039604908219;0.7038667591993645;1.5956135790902655;1.4225721628604089;0.5279191131292118;-0.08609951451475814;1.7516594332070756;-0.5250945193793949;0.07171556208690123;1.0582483771092586;-0.7224046821414684;-1.3384539066379402;-0.6484443299677204;0.16959530794036387;0.6625047565811317;-0.8774496113906121;0.987000172287163;2.7441307901598586;0.8585095002699388;0.24511416861508675;-1.1952392541268035;-1.0812884157735598;0.9214420655861829;True;False;False;False;False
1.2852992816728075;0.09549660342587474;-0.5016056949264;0.05693968739652815;-0.017998087566674287;0.3142626816684831;-0.7170580012847946;0.9845523982294033;0.9322955351293546;0.7855886095066691;-0.45993595208234644;-0.13458469146552268;-1.487131459355505;-0.4143480800578729;0.6922057648414631;0.6222237639138319;0.4117039604908219;-0.7137241796349678;-0.15742960295483818;-0.3445590857996024;-0.15854621373848216;-0.08609951451475814;-0.548901252686537;-0.2615655707253404;0.284049873363804;0.7334340665069147;-1.2684554742679286;1.251548740551239;0.7935544055343335;-0.1511053590820403;-0.5408117390209339;-0.168209644472004;-0.6276396916827056;0.1265361099005932;-0.44978807297495665;0.08138200890190421;0.6920489658409219;0.7903853593564679;-0.1408868752631003;False;False;False;False;True
