Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
100;Derrick Jones Jr.;SF;26;DAL;22;22;29.4;3.5;7.3;0.481;1.1;3;0.369;2.4;4.3;0.558;0.556;1;1.4;0.733;1.5;2;3.5;1.2;0.5;1;0.8;2.5;9.1
101;Herbert Jones;SF;25;NOP;4;4;35.3;4;10.3;0.39;2;6;0.333;2;4.3;0.471;0.488;3;3;1;1.5;3.5;5;2.5;1.3;0.3;2.8;3.8;13
102;DeAndre Jordan;C;35;DEN;2;0;6.5;0.5;1;0.5;0;0;0;0.5;1;0.5;0.5;1;1;1;0.5;1;1.5;0;0.5;0.5;0;2;2
103;Nikola Jovi?;PF;20;MIA;5;5;25.6;3.2;7.2;0.444;1.8;4.4;0.409;1.4;2.8;0.5;0.569;1.2;1.4;0.857;0.4;6.2;6.6;2.2;1;0.6;1.2;1.8;9.4
104;Maxi Kleber;C;32;DAL;13;0;16.8;1.2;3;0.41;0.9;2.2;0.429;0.3;0.8;0.364;0.564;0.3;0.5;0.667;0.3;1.6;1.9;1;0.2;0.3;0.4;1.5;3.7
105;Luke Kornet;C;28;BOS;13;0;10.2;1.1;1.6;0.667;0;0;0;1.1;1.6;0.667;0.667;0.8;1;0.846;1.5;1.7;3.2;0.5;0.1;0.4;0.5;0.8;3
106;A.J. Lawson;SG;23;DAL;10;0;3;0.4;0.9;0.444;0.2;0.6;0.333;0.2;0.3;0.667;0.556;0.1;0.2;0.5;0.1;0.2;0.3;0;0;0.1;0;0.1;1.1
107;Kawhi Leonard;SF;32;LAC;2;2;29.5;5.5;12;0.458;0;2.5;0;5.5;9.5;0.579;0.458;1;1.5;0.667;1.5;6.5;8;2;2;0.5;2;1.5;12
108;Caris LeVert;SG;29;CLE;11;1;25.3;4;9.3;0.431;0.5;3;0.182;3.5;6.3;0.551;0.461;1.5;2.4;0.654;0.7;2.9;3.6;2.3;0.8;0.5;1.3;1.3;10.1
109;E.J. Liddell;PF;23;NOP;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
110;Damian Lillard;PG;33;MIL;4;4;39;8.5;20.3;0.42;5;12;0.417;3.5;8.3;0.424;0.543;9.3;9.5;0.974;0.5;2.8;3.3;5;1;0;2.3;2;31.3
111;Nassir Little;SF;23;PHO;4;0;3.5;0.8;1.3;0.6;0.3;0.8;0.333;0.5;0.5;1;0.7;0;0;0;0;0.3;0.3;0;0;0;0;0.5;1.8
112;Dereck Lively II;C;19;DAL;21;0;22;3;4.5;0.674;0;0;1;3;4.5;0.67;0.679;1.7;2.9;0.59;2.7;4.7;7.4;1.3;0.4;1;1;2.3;7.9
113;Chris Livingston;SF;20;MIL;2;0;3;0.5;0.5;1;0;0;0;0.5;0.5;1;1;0;1.5;0;0;0;0;0;0;0;0;0;1
114;Brook Lopez;C;35;MIL;6;6;33.3;7.3;12.5;0.587;1.7;3.8;0.435;5.7;8.7;0.654;0.653;1.3;2.5;0.533;1.8;2.5;4.3;1.8;0;1.3;1.5;1.7;17.7
115;Kevin Love;PF;35;MIA;5;0;6.4;0.8;1.8;0.444;0.2;0.8;0.25;0.6;1;0.6;0.5;0;0;0;0.2;2.6;2.8;0.8;0;0;0.4;0.4;1.8
116;Kyle Lowry;PG;37;PHI;6;6;29.2;1.8;5.3;0.344;1.3;4;0.333;0.5;1.3;0.375;0.469;2;2.5;0.8;1;2.5;3.5;4;1;0.7;0.7;3.8;7
117;Terance Mann;SG;27;LAC;6;6;31.2;3.2;7.7;0.413;1.7;3.7;0.455;1.5;4;0.375;0.522;1.3;1.3;1;2.8;2.2;5;1.8;0;0;0.8;3.2;9.3
118;Naji Marshall;SF;26;NOP;4;0;21;3;7;0.429;1.5;3.8;0.4;1.5;3.3;0.462;0.536;1.5;1.5;1;0.8;2;2.8;1.3;0.5;0.5;0.5;2.3;9
119;Caleb Martin;SF;28;MIA;5;5;35.2;4.2;9;0.467;2.2;5;0.44;2;4;0.5;0.589;1;1;1;1;2.6;3.6;1.4;0.6;0;0.6;2.8;11.6
120;Tyrese Maxey;PG;23;PHI;6;6;44.5;11;23;0.478;3.7;9.2;0.4;7.3;13.8;0.53;0.558;4.2;4.7;0.893;0.2;5;5.2;6.8;0.8;0.3;2.2;2.7;29.8
121;Miles McBride;PG;23;NYK;13;2;26.7;4.2;9.5;0.435;1.9;5.2;0.368;2.2;4.3;0.518;0.536;0.8;0.9;0.833;0.5;1.7;2.2;1.9;0.5;0.2;0.8;2.3;11
122;CJ McCollum;PG;32;NOP;4;4;37;7.8;18.5;0.419;1.8;7.3;0.241;6;11.3;0.533;0.466;0.5;0.5;1;0.5;4.3;4.8;4.8;1.8;0.8;4;3.5;17.8
123;T.J. McConnell;PG;31;IND;17;0;20.5;5.3;10.9;0.486;0.4;1.5;0.269;4.9;9.4;0.522;0.505;0.8;0.9;0.867;0.6;2.4;3.1;5.1;0.9;0.1;1.2;1.5;11.8
124;Jaden McDaniels;SF;23;MIN;16;16;33.6;4.5;8.8;0.514;1.5;3.5;0.429;3;5.3;0.571;0.6;1.7;2.2;0.771;1.8;2.1;3.8;1.1;0.9;1.1;1.1;3.4;12.2
125;Doug McDermott;SF;32;IND;10;0;6.4;0.5;1.1;0.455;0.3;0.8;0.375;0.2;0.3;0.667;0.591;0;0;0;0.2;0.1;0.3;0.7;0;0.2;0.1;0.5;1.3
126;Jordan McLaughlin;PG;27;MIN;6;0;5;0.3;1.5;0.222;0;0.8;0;0.3;0.7;0.5;0.222;0;0.3;0;0;0.7;0.7;0.3;0;0;0.3;0.2;0.7
127;De'Anthony Melton;SG;25;PHI;1;0;7;0;2;0;0;2;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0
128;Sam Merrill;SG;27;CLE;10;0;12.5;1;2.9;0.345;1;2.7;0.37;0;0.2;0;0.517;0.3;0.3;1;0.2;1;1.2;0.9;0;0;0;0.9;3.3
129;Khris Middleton;SF;32;MIL;6;6;38.3;9.2;19;0.482;1.8;5.2;0.355;7.3;13.8;0.53;0.531;4.5;5;0.9;2;7.2;9.2;4.7;0.5;0.2;2.3;4.2;24.7
130;Leonard Miller;SF;20;MIN;3;0;2.3;0;0.3;0;0;0.3;0;0;0;0;0;0;0;0;0.3;1;1.3;0;0;0;0;0;0
131;Patty Mills;PG;35;MIA;3;0;17.3;2;5.7;0.353;1;3.7;0.273;1;2;0.5;0.441;1;1.3;0.75;0.3;0;0.3;1;0.3;0;0.3;0.7;6
132;Shake Milton;SG;27;NYK;4;0;5.5;0;1.5;0;0;0.5;0;0;1;0;0;1.3;1.5;0.833;0;0.3;0.3;0.5;0.3;0;0;0;1.3
133;Josh Minott;SF;21;MIN;5;0;3.6;0.4;1.8;0.222;0.4;1;0.4;0;0.8;0;0.333;0;0;0;0.2;0.8;1;0.6;0;0;0;0.4;1.2
134;Donovan Mitchell;SG;27;CLE;10;10;38.2;10.7;22.5;0.476;2.9;8.2;0.354;7.8;14.3;0.545;0.54;5.3;6.5;0.815;0.6;4.8;5.4;4.7;1.3;0.3;2.8;2.9;29.6
135;Evan Mobley;PF;22;CLE;12;12;35.2;6.8;12.2;0.555;0.4;1.5;0.278;6.3;10.7;0.594;0.572;2.1;3;0.694;2.5;6.8;9.3;2.3;0.8;2.2;1.8;2.8;16
136;Wendell Moore Jr.;SG;22;MIN;6;0;3;0.5;1.2;0.429;0.2;0.7;0.25;0.3;0.5;0.667;0.5;0;0;0;0;0.3;0.3;0.3;0.2;0;0.2;0.5;1.2
137;Marcus Morris;PF;34;CLE;9;1;15.3;2.4;5.3;0.458;1;2.6;0.391;1.4;2.8;0.52;0.552;0.2;0.3;0.667;0.2;2.6;2.8;0.3;0.4;0;0.3;0.9;6.1
138;Markieff Morris;PF;34;DAL;1;0;12;1;5;0.2;1;3;0.333;0;2;0;0.3;0;0;0;0;4;4;0;0;0;1;1;3
139;Monte Morris;PG;28;MIN;9;0;7.4;1;3.3;0.3;0.1;1.6;0.071;0.9;1.8;0.5;0.317;0.2;0.2;1;0.1;0.6;0.7;1;0.2;0.1;0;0.7;2.3
140;Trey Murphy III;SF;23;NOP;4;4;42;4.5;12;0.375;2.5;7.5;0.333;2;4.5;0.444;0.479;0;0;0;0.8;5.8;6.5;2.3;1.3;1.5;2;3;11.5
141;Jamal Murray;PG;26;DEN;12;12;38.5;8.3;20.8;0.402;1.9;6.1;0.315;6.4;14.7;0.438;0.448;2;2.2;0.923;0.8;3.6;4.3;5.6;0.8;0.5;2.6;2.3;20.6
142;Svi Mykhailiuk;SF;26;BOS;8;0;4;0.4;1.5;0.25;0.3;1.1;0.222;0.1;0.4;0.333;0.333;0;0;0;0.1;0.5;0.6;0.1;0.1;0;0.3;0.4;1
143;Larry Nance Jr.;C;31;NOP;4;0;21;2.5;4.3;0.588;0.3;1;0.25;2.3;3.3;0.692;0.618;1;1.5;0.667;3.8;4.5;8.3;1.8;0.5;0;1.8;2.3;6.3
144;Andrew Nembhard;PG;24;IND;17;17;32.6;6;10.7;0.56;1.7;3.5;0.483;4.3;7.2;0.598;0.64;1.2;1.5;0.769;0.8;2.5;3.3;5.5;0.4;0.2;1.4;3.3;14.9
145;Aaron Nesmith;SF;24;IND;17;17;32.9;3.6;8.3;0.433;1.3;4.6;0.278;2.3;3.6;0.629;0.511;2;2.2;0.919;1.1;3.8;4.9;2.2;0.6;0.5;1.4;3.9;10.5
146;Georges Niang;PF;30;CLE;10;0;12.1;0.9;4.1;0.22;0.3;2.3;0.13;0.6;1.8;0.333;0.256;0.7;0.8;0.875;0.3;0.9;1.2;0.4;0.4;0.2;0.7;1.8;2.8
147;Zeke Nnaji;PF;23;DEN;3;0;4.7;0.7;1;0.667;0;0;0;0.7;1;0.667;0.667;0.3;0.7;0.5;0.7;0;0.7;0;0;0.3;0.7;0.3;1.7
148;Jusuf Nurki?;C;29;PHO;4;4;26;3.3;6.5;0.5;0;0.5;0;3.3;6;0.542;0.5;1.3;2.8;0.455;3.3;5;8.3;2.8;1.5;1.5;1.5;3.8;7.8
149;Royce O'Neale;SF;30;PHO;4;2;26;1.8;5.5;0.318;1.5;4.5;0.333;0.3;1;0.25;0.455;0;0;0;1.3;3.5;4.8;1;0.3;0;0.5;2.8;5
150;Chuma Okeke;SF;25;ORL;2;0;5;1;1.5;0.667;0.5;1;0.5;0.5;0.5;1;0.833;0.5;0.5;1;0;0;0;0.5;0;0;0;0;3
151;Josh Okogie;SG;25;PHO;4;0;7.3;1.3;2.3;0.556;0.3;0.8;0.333;1;1.5;0.667;0.611;0.8;1.5;0.5;0;1;1;0.5;0.5;0;0.5;1.8;3.5
152;Isaac Okoro;SF;23;CLE;12;7;21.9;2.1;5.8;0.357;0.8;2.9;0.257;1.3;2.9;0.457;0.421;0.6;0.8;0.778;0.4;1.3;1.8;1.1;0.9;0.3;0.9;2.5;5.5
153;Kelly Oubre Jr.;SF;28;PHI;6;6;37.3;5.2;10.7;0.484;1.5;3.8;0.391;3.7;6.8;0.537;0.555;1.3;1.8;0.727;1.5;2.5;4;1.7;1.8;1.2;1.3;4;13.2
154;Cameron Payne;PG;29;PHI;5;0;12.2;2;5;0.4;1.6;3.6;0.444;0.4;1.4;0.286;0.56;0;0;0;0;1.2;1.2;1.4;0.2;0.8;0.6;2;5.6
155;Jalen Pickett;SG;24;DEN;3;0;3.7;0.7;1;0.667;0;0.3;0;0.7;0.7;1;0.667;0;0;0;0;0.3;0.3;0.3;0;0.3;0;0.3;1.3
156;Mason Plumlee;C;33;LAC;6;0;11;1.2;3;0.389;0;0;0;1.2;3;0.389;0.389;0.8;1.3;0.625;1.2;2.2;3.3;0.7;0.5;0.3;0.3;2.2;3.2
157;Michael Porter Jr.;SF;25;DEN;12;12;36.9;5.7;12.2;0.466;2.8;6.8;0.407;2.9;5.4;0.538;0.579;1.7;2.2;0.769;0.7;6.2;6.8;1.1;0.9;0.8;1.5;2.3;15.8
158;Bobby Portis;PF;28;MIL;6;6;31.2;7.3;15.2;0.484;0.5;2;0.25;6.8;13.2;0.519;0.5;1.3;2.2;0.615;2.7;8.7;11.3;1;0.5;0.2;1.5;2.2;16.5
159;Kristaps Porzi??is;C;28;BOS;7;4;23.6;4;8.6;0.467;1.4;4.1;0.345;2.6;4.4;0.581;0.55;2.9;3.1;0.909;0.6;3.9;4.4;1.1;0.7;1.6;0.7;2.1;12.3
160;Dwight Powell;C;32;DAL;13;0;3.4;0.1;0.2;0.333;0;0;0;0.1;0.2;0.333;0.333;0.3;0.5;0.667;0.2;0.7;0.9;0.2;0.1;0;0.2;0.7;0.5
161;Norman Powell;SG;30;LAC;6;0;29.8;4.3;10.2;0.426;2.2;4.8;0.448;2.2;5.3;0.406;0.533;2;2.5;0.8;0.5;2.3;2.8;0.3;0.5;0;1.2;3.3;12.8
162;Taurean Prince;PF;29;LAL;5;0;22.2;2.4;5.8;0.414;1;3.4;0.294;1.4;2.4;0.583;0.5;1.6;1.6;1;0.2;2.2;2.4;0.6;0.2;0.4;0.2;1.8;7.4
163;Payton Pritchard;PG;26;BOS;19;0;18.7;2.3;5.5;0.419;1.2;3.2;0.383;1.1;2.4;0.467;0.529;0.6;0.6;0.917;0.7;1.2;1.9;2.1;0.2;0;0.7;1.2;6.4
164;Olivier-Maxence Prosper;PF;21;DAL;3;0;3;0;0.7;0;0;0;0;0;0.7;0;0;0;0;0;0;1;1;0.3;0;0;0;0;0
165;Neemias Queta;C;24;BOS;3;0;4.3;0.7;1;0.667;0;0;0;0.7;1;0.667;0.667;0;0;0;0.3;0.7;1;0;0;0.3;0;0;1.3
166;Austin Reaves;SG;25;LAL;5;5;34.8;6;12.6;0.476;1.4;5.2;0.269;4.6;7.4;0.622;0.532;3.4;3.8;0.895;1;2.8;3.8;3.6;1.4;0.6;0.8;1.6;16.8
167;Paul Reed;C;24;PHI;6;0;7.2;0.7;1.5;0.444;0;0;0;0.7;1.5;0.444;0.444;0.2;0.3;0.5;1.5;1.2;2.7;0.3;0.2;0.5;0.5;1.2;1.5
168;Naz Reid;C;24;MIN;16;0;22.6;4.1;8.9;0.458;1.6;4.3;0.362;2.5;4.6;0.548;0.546;1.4;1.9;0.71;0.6;3.1;3.7;1;0.5;0.8;0.9;2;11.1
169;Duncan Robinson;SF;29;MIA;5;0;12;1;3.2;0.313;0.6;2.6;0.231;0.4;0.6;0.667;0.406;0;0;0;0;1;1;1.2;0.4;0;1;1.2;2.6
170;Mitchell Robinson;C;25;NYK;6;0;19.2;1.2;2.3;0.5;0;0;0;1.2;2.3;0.5;0.5;0.5;1.3;0.375;3.8;3;6.8;0.5;1;1.2;0.5;2.5;2.8
171;Orlando Robinson;C;23;MIA;1;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
172;Jeremiah Robinson-Earl;PF;23;NOP;1;0;5;1;2;0.5;0;0;0;1;2;0.5;0.5;0;2;0;1;0;1;1;0;0;0;0;2
173;David Roddy;PF;22;PHO;2;0;1.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
174;D'Angelo Russell;PG;27;LAL;5;5;37;5.6;14.6;0.384;2.8;8.8;0.318;2.8;5.8;0.483;0.479;0.2;0.4;0.5;0.2;2.6;2.8;4.2;0.8;0.2;1.8;1.2;14.2
175;Matt Ryan;SF;26;NOP;1;0;3;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0
176;Ben Sheppard;SG;22;IND;17;2;19.7;1.8;4.2;0.437;1.1;2.9;0.38;0.7;1.2;0.571;0.57;0.4;0.5;0.778;0.6;2.4;3;1;0.5;0.1;0.6;1.9;5.2
177;Pascal Siakam;PF;29;IND;17;17;35.5;9.2;17.1;0.541;0.8;2.8;0.298;8.4;14.3;0.588;0.566;2.3;3.7;0.619;2.5;5.1;7.5;3.8;0.8;0.4;1.1;2.8;21.6
178;Jericho Sims;C;25;NYK;5;0;5.4;0.4;0.4;1;0;0;0;0.4;0.4;1;1;0.6;0.8;0.75;0.6;1;1.6;0.2;0.4;0.2;0;0.2;1.4
179;Jalen Smith;C;23;IND;7;0;6;0.4;1.1;0.375;0.3;0.6;0.5;0.1;0.6;0.25;0.5;0.7;1.1;0.625;1;1;2;0.3;0.3;0.1;0.6;1.1;1.9
180;Jaden Springer;PG;21;BOS;4;0;5.5;0.5;0.8;0.667;0;0;0;0.5;0.8;0.667;0.667;0;0;0;0;0.8;0.8;0.3;0;0.3;0.5;0.3;1
181;Julian Strawther;SF;21;DEN;3;0;5.3;0.7;2;0.333;0.3;1.3;0.25;0.3;0.7;0.5;0.417;0.7;1.3;0.5;0;0.7;0.7;0;0.3;0;0.3;1;2.3
182;Max Strus;SF;27;CLE;12;12;36.2;3.5;8.6;0.408;2.1;6;0.347;1.4;2.6;0.548;0.529;0.4;0.4;1;0.7;4.7;5.3;2.9;0.8;0;1.3;3.4;9.5
183;Jalen Suggs;SG;22;ORL;7;7;33.1;4.7;11.7;0.402;2;6.9;0.292;2.7;4.9;0.559;0.488;3.3;4.3;0.767;1.6;3.6;5.1;3.3;1.3;0.4;2.9;2.6;14.7
184;Jayson Tatum;PF;25;BOS;19;19;40.4;8.4;19.6;0.427;2.1;7.3;0.283;6.3;12.3;0.513;0.48;6.2;7.2;0.861;0.9;8.8;9.7;6.3;1.1;0.7;2.6;2.8;25
185;Daniel Theis;C;31;LAC;1;0;4;1;1;1;1;1;1;0;0;0;1.5;0;0;0;0;1;1;0;0;0;0;0;3
186;Isaiah Thomas;PG;34;PHO;1;0;4;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
187;Tristan Thompson;C;32;CLE;10;0;8.7;0.7;1.6;0.438;0;0;0;0.7;1.6;0.438;0.438;0.1;0.2;0.5;1;1;2;1;0.1;0.5;0.2;0.9;1.5
188;Xavier Tillman Sr.;PF;25;BOS;8;0;8.6;0.6;1;0.625;0.1;0.1;1;0.5;0.9;0.571;0.688;0.1;0.1;1;0.5;1.3;1.8;0.4;0.4;0.4;0.4;0.9;1.5
189;Obi Toppin;PF;25;IND;17;0;20.2;4.3;7.9;0.541;1.2;3.3;0.357;3.1;4.6;0.671;0.615;1.1;1.5;0.76;0.6;3.8;4.4;1.7;0.4;0.4;0.8;1.2;10.9
190;Karl-Anthony Towns;PF;28;MIN;16;16;32.6;6.8;14.5;0.466;1.9;5.2;0.361;4.9;9.3;0.523;0.53;3.7;4.3;0.855;2.2;6.8;9;2.6;0.8;0.2;1.7;3.4;19.1
191;P.J. Tucker;PF;38;LAC;2;1;15.5;2;3;0.667;1.5;2;0.75;0.5;1;0.5;0.917;0;0;0;1.5;0;1.5;0;0;0;1.5;3;5.5
192;Myles Turner;C;27;IND;17;17;32.4;6.2;12.1;0.517;2.3;5.1;0.453;3.9;7;0.563;0.612;2.2;2.9;0.76;1.5;5.1;6.6;2.1;0.5;1.5;1.9;2.6;17
193;Hunter Tyson;PF;23;DEN;3;0;4.7;0;1.3;0;0;1;0;0;0.3;0;0;0.3;0.7;0.5;0.3;0.7;1;0.3;0;0;0.3;0;0.3
194;Jonas Valan?i?nas;C;31;NOP;4;4;22.5;5.5;10.5;0.524;0;0.3;0;5.5;10.3;0.537;0.524;3.5;4.3;0.824;4.5;6.5;11;1.3;0.5;0;2.5;2.3;14.5
195;Gabe Vincent;PG;27;LAL;5;0;13.8;0.6;2.4;0.25;0.2;1.4;0.143;0.4;1;0.4;0.292;0;0;0;0.2;1.4;1.6;0.6;0.4;0;0.6;1.6;1.4
196;Dean Wade;PF;27;CLE;3;1;21;1.3;4.3;0.308;1;3.3;0.3;0.3;1;0.333;0.423;0;0;0;0.3;1.7;2;1.7;0.3;0.7;0.7;1.3;3.7
197;Franz Wagner;SF;22;ORL;7;7;37;6;14.7;0.408;1.3;4.9;0.265;4.7;9.9;0.478;0.451;5.6;6.3;0.886;1.4;5.4;6.9;4.4;0.7;1.3;1.3;2.9;18.9
198;Moritz Wagner;C;26;ORL;7;0;15;2.3;5.1;0.444;0.3;1.3;0.222;2;3.9;0.519;0.472;1.4;2.4;0.588;1.6;2.9;4.4;0.3;0.9;0.4;1.1;3;6.3
199;Jarace Walker;PF;20;IND;9;0;3.4;0.3;1.1;0.3;0;0.3;0;0.3;0.8;0.429;0.3;0.2;0.3;0.667;0.1;0.3;0.4;0.4;0.2;0.1;0.7;0.2;0.9
200;Cason Wallace;SG;20;OKC;10;0;19.8;1.6;4.1;0.39;0.9;2.8;0.321;0.7;1.3;0.538;0.5;0.1;0.2;0.5;0.7;0.6;1.3;1;0.9;0.2;0.4;1.4;4.2
201;Jordan Walsh;SF;19;BOS;3;0;3.7;0.3;1;0.333;0;0.3;0;0.3;0.7;0.5;0.333;0;0;0;0;0.7;0.7;0;0;0;0;0;0.7
202;T.J. Warren;SF;30;MIN;3;0;3.7;0;0.7;0;0;0.3;0;0;0.3;0;0;0;0;0;0.7;0.3;1;0.3;0;0;0;0;0
203;P.J. Washington;PF;25;DAL;22;22;35.7;4.5;10.6;0.427;2.1;6.1;0.348;2.4;4.5;0.535;0.528;1.8;2.5;0.709;1.5;5.1;6.6;1.4;0.7;0.8;1.5;3;13
204;Lindy Waters III;SG;26;OKC;3;0;3;0;0.3;0;0;0.3;0;0;0;0;0;0;0;0;0;0.3;0.3;0;0;0;0;0;0
205;Peyton Watson;SF;21;DEN;10;0;9;0.6;2.4;0.25;0.3;1.2;0.25;0.3;1.2;0.25;0.313;0.3;0.6;0.5;0.2;1.3;1.5;0.4;0;0.6;0.3;0.9;1.8
206;Russell Westbrook;PG;35;LAC;6;0;19;2.2;8.3;0.26;0.7;2.8;0.235;1.5;5.5;0.273;0.3;1.3;2.2;0.615;1;3.2;4.2;1.7;1.2;0.5;1.7;1.8;6.3
207;Derrick White;SG;29;BOS;19;19;35.6;5.7;12.7;0.452;3.4;8.5;0.404;2.3;4.2;0.55;0.587;1.8;2;0.921;1;3.3;4.3;4.1;0.9;1.2;0.8;2.3;16.7
208;Aaron Wiggins;SG;25;OKC;10;0;15.7;2.3;4.7;0.489;0.6;2;0.3;1.7;2.7;0.63;0.553;1;1.1;0.909;0.9;2.3;3.2;1;0.6;0.3;0.9;0.8;6.2
209;Jalen Williams;PF;22;OKC;10;10;37.7;7.5;16;0.469;1.5;3.9;0.385;6;12.1;0.496;0.516;2.2;2.7;0.815;1.3;5.5;6.8;5.4;1.7;0.5;1.9;2.1;18.7
210;Jaylin Williams;C;21;OKC;10;0;12.7;1.6;3.3;0.485;0.9;2.2;0.409;0.7;1.1;0.636;0.621;0.3;0.4;0.75;0.4;2.8;3.2;1.5;0.4;0.3;0.3;1.1;4.4
211;Kenrich Williams;PF;29;OKC;7;0;4.6;0.3;1.1;0.25;0;0.7;0;0.3;0.4;0.667;0.25;0;0;0;0.1;1;1.1;0.4;0.1;0;0;0.4;0.6
212;Delon Wright;PG;31;MIA;4;1;26.8;3;5;0.6;1.5;2.5;0.6;1.5;2.5;0.6;0.75;0.5;0.5;1;0.5;2.5;3;1.8;1;0.3;0;1.3;8
213;Thaddeus Young;PF;35;PHO;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
214;Ivica Zubac;C;26;LAC;6;6;32;7;11.7;0.6;0;0;0;7;11.7;0.6;0.6;2.2;3.3;0.65;3;6.3;9.3;1;0.8;0.5;1.3;3.5;16.2
